1,"out_property[out_property,...]","The Z properties that will be added to the attribute table of the input feature class. The following options are available:

Z ！Spot elevation of single-point feature.
POINT_COUNT ！Number of points in each multipoint feature.
Z_MIN ！Lowest Z value found in each multipoint, polyline, polygon, or multipatch feature.
Z_MAX ！Highest Z value found in each multipoint, polyline, polygon, or multipatch feature.
Z_MEAN ！Average Z value found in each multipoint, polyline, polygon, or multipatch feature.
LENGTH_3D ！3-dimensional length of each polyline or polygon feature.
SURFACE_AREA ！Total area of the surface of a multipatch feature.
VERTEX_COUNT ！Total number of vertices in each polyline or polygon feature.
MIN_SLOPE ！Lowest slope value calculated for each polyline, polygon, or multipatch feature.
MAX_SLOPE ！Highest slope value calculated for each polyline, polygon, or multipatch feature.
AVG_SLOPE ！Average slope value calculated for each polyline, polygon, or multipatch feature.
VOLUME ！Volume of space enclosed by each multipatch feature.",LiteralData,String,,,,,,,,,,,,,,,,
201,Output_folder,The location in which the output will be created.,GeoData,Folder,Output_name,"The name of the output. This string cannot contain any spaces. If this output already exists, the tool will not overwrite it, even if the geoprocessing overwrite output setting is set to true.",LiteralData,String,,,,,,,,,,,,
202,Output_Folder,The destination folder where the output dBASE tables will be placed.,GeoData,Folder,,,,,,,,,,,,,,,,
203,out_gdb_path,"The ArcSDE, file, or personal geodatabase where the Output Feature Dataset will be created. The target geodatabase must already exist.",GeoData,Workspace,out_dataset_name,The name of the feature dataset to be created.,LiteralData,String,,,,,,,,,,,,
204,out_path,"The location in which the output feature class will be created. This can be either a geodatabase or a folder. If the output location is a folder, the output will be a shapefile.",GeoData,Workspace;Feature Dataset,out_name,The name of the output feature class.,LiteralData,String,,,,,,,,,,,,
205,Output_Geodatabase,"The output or destination geodatabase. This can be a file, personal, or enterprise geodatabase.",GeoData,Feature Dataset;Workspace,,,,,,,,,,,,,,,,
206,output_featureclass,The geodatabase annotation feature class to which you want to convert CAD annotation.,Vector,Feature Class,,,,,,,,,,,,,,,,
207,output_featureclass,Browse into an existing geodatabase and type in the name of the new annotation feature class to create.,Vector,Feature Class,,,,,,,,,,,,,,,,
208,Output_Geodatabase,The path and name of a geodatabase or raster catalog.,GeoData,Workspace,,,,,,,,,,,,,,,,
209,Output_Geodatabase,The destination geodatabase where the tables will be placed.,GeoData,Workspace,,,,,,,,,,,,,,,,
210,out_path,The destination where the output table will be written.,GeoData,Workspace,out_name,"The name of the output table. If the output location is a folder, convert the input rows to a dBASE table by specifying a name with the extension .dbf, or convert the input rows to an INFO table by specifying a name with no extension. If the output location is a geodatabase, convert the input rows to a geodatabase table by specifying a name with no extension.",LiteralData,String,,,,,,,,,,,,
211,out_kmz_file,"The KML file to write. This file is compressed and has a .kmz extension. It can be read by any KML client including ArcGIS Explorer, ArcGlobe, and Google Earth.",GeoData,File,,,,,,,,,,,,,,,,
212,out_kmz_file,"The KML file to write. This file is compressed and will have a .kmz extension. It can be read by any KML client including ArcGIS Explorer, ArcGlobe, and Google Earth.",GeoData,File,,,,,,,,,,,,,,,,
213,out_raster,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
214,out_raster,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
215,out_raster,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
216,out_raster,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
217,out_raster,"The location and name of the output raster. When storing a raster dataset in a geodatabase or in a folder such as an Esri Grid, no fileextension should be added to the name of the raster dataset. A file extension can be provided to define the rasters format when storing it in a folder, such as .tif to generate a GeoTIFF or .img to generate an ERDAS IMAGINE format file. If the raster is stored as a TIFF file or in a geodatabase, its raster compression type and quality can be specified using geoprocessing environment settings.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
218,out_raster,"The output raster dataset to be created.It will be of floating point type.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
219,out_rasterdataset,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
220,out_rasterdataset,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
221,out_rasterdataset,"The output raster dataset to be created.When not saving to a geodatabase, specify .tif for a TIFF file format, .img for an ERDAS IMAGINE file format, or no extension for an Esri Grid raster format.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
222,Output_Workspace,The folder where the raster dataset will be written.,GeoData,Workspace;Raster Catalog,,,,,,,,,,,,,,,,
223,Output_Folder,The folder where the shapefiles will be written.,GeoData,Folder,,,,,,,,,,,,,,,,
224,Output(Optional),"The format and dataset  to which the data will be exported.If the destination is a file with a well-known file extension, it can be given as-is. For instance, ""c:\data\roads.gml"".If the destination is not a file, or the file has an unknown extension, the format can be given as part of the argument, separated by a comma. For instance, ""MIF,c:\data\"". The names for supported formats can be found in the formats gallery, by opening up this tool in dialog mode and clicking the browse button.Additional format-specific parameters can be added after the dataset, separated by a comma. However, the syntax can be complex, so if this is required it is easiest to run the tool using its dialog   and copy the Python syntax from the Results window.",GeoData,Interop Destination Dataset,,,,,,,,,,,,,,,,
225,Output,The output file or personal geodatabase.,GeoData,Workspace,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,
231,out_match_table,Table that will be generated which contains two columns: MATCHID and FILENAME.,NonGeoData,Table,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,
233,out_compare_file(Optional),This file will contain all similarities and differences between the Input Base Features and the Input Test Features. This file is a comma-delimited text file that can be viewed and used as a table in ArcGIS.,GeoData,File,,,,,,,,,,,,,,,,
234,out_compare_file(Optional),This file will contain all similarities and differences between the Input Base File and the Input Test File. This file is a comma-delimited text file which can be viewed and used as a table in ArcGIS.,GeoData,File,,,,,,,,,,,,,,,,
235,out_compare_file(Optional),The name and path of the text file which will contain the comparison results.,GeoData,File,,,,,,,,,,,,,,,,
236,out_compare_file(Optional),This file will contain all similarities and differences between the Input Base Table and the Input Test Table. This file is a comma-delimited text file which can be viewed and used as a table in ArcGIS.,GeoData,File,,,,,,,,,,,,,,,,
237,out_compare_file(Optional),The name and path of the text file which will contain the comparison results.,GeoData,File,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,
239,output_replica_schema_changes_file,Specifies the file to contain a description of the schema differences.,GeoData,File,,,,,,,,,,,,,,,,
240,out_geodatabase,"The local geodatabase or geodata service that will host the child replica. Geodata services are used to represent remote geodatabases. The geodatabase can be an ArcSDE, file, or personal geodatabase. For two-way replicas the child geodatabase must be ArcSDE. For one-way and check-out replicas the geodatabase can be personal, file, or ArcSDE. Personal or file geodatabases must already exist before running this tool.",GeoData,Workspace;GeoDataServer,out_name,The name that identifies the replica.,LiteralData,String,,,,,,,,,,,,
241,out_workspace,The output geodatabase that will hold the replica footprints feature class once it is created. The geodatabase may be local or remote.,GeoData,Workspace,output_featureclass_name,The name of the replica footprints feature class to be created.,LiteralData,String,,,,,,,,,,,,
242,out_geodatabase,"The local geodatabase or geodata service that will host the child replica. Geodata services are used to represent remote geodatabases. The geodatabase can be an ArcSDE, file, or personal geodatabase. For two-way replicas the child geodatabase must be ArcSDE. For one-way and check-out replicas the geodatabase can be personal, file, or ArcSDE. Personal or file geodatabases must already exist before running this tool.",GeoData,Workspace;GeoDataServer,out_name,The name that identifies the replica.,LiteralData,String,,,,,,,,,,,,
243,out_acknowledgement_file,Specifies the delta file to export to.,GeoData,File,,,,,,,,,,,,,,,,
244,out_data_changes_file,Specifies the delta file to export to.,GeoData,File,,,,,,,,,,,,,,,,
245,output_replica_schema_file,Specifies the file in which to export schema.,GeoData,File,,,,,,,,,,,,,,,,
246,out_file,The XML workspace document file to be created.This can be an XML file (.xml) or a compressed ZIP file (.zip or .z).,GeoData,File,,,,,,,,,,,,,,,,
247,output_acknowledgement_file(Optional),"When importing data changes, this allows you to optionally export a message to acknowledge the import of a data change message. This option is ignored for anything other than a data change message.",GeoData,File,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,
250,output_delta_file,Specifies the delta file in which to reexport data changes.,GeoData,File,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,
257,out_table,The table to be created.,NonGeoData,Table,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,
262,output_featureclass,New annotation feature class that contains an annotation class for each input annotation feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,
265,out_path,"The ArcSDE, file, or personal geodatabase, or the folder in which the output feature class will be created. This workspace must already exist.",GeoData,Workspace;Feature Dataset,out_name,The name of the feature class to be created.,LiteralData,String,,,,,,,,,,,,
266,out_feature_class,The output feature class containing the fishnet of rectangular cells.,Vector,Feature Class,,,,,,,,,,,,,,,,
267,out_path,The location or workspace in which the random points feature class will be created. This location or workspace must already exist.,GeoData,Feature Dataset;Workspace,out_name,The name of the random points feature class to be created.,LiteralData,String,,,,,,,,,,,,
268,out_path,"The ArcSDE geodatabase in which the output feature class will be 
created",GeoData,Workspace;Feature Dataset,out_name,The name of the feature class to be created.,LiteralData,String,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,
273,out_featureclass,The output feature class containing densified geodetic lines.,Vector,Feature Class,,,,,,,,,,,,,,,,
274,out_table,The output table containing geometry problems discovered in the input features.,NonGeoData,Table,,,,,,,,,,,,,,,,
275,out_feature_class,"The feature class which will be created and to which the features will be copied. If the output feature class already exists and the overwrite option is set to true, the output will be deleted first. If the output feature class already exists and the overwrite option is set to false, the operation will fail.",Vector,Feature Class,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,
277,out_feature_class,The output feature class of diced features.,Vector,Feature Class,,,,,,,,,,,,,,,,
278,out_feature_class,The output polygon feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
279,out_feature_class,The output line feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
280,out_feature_class,The output point feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
281,out_feature_class,The output polygon feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
282,out_feature_class,The output point feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
283,out_feature_class,The output polygon feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
284,out_feature_class,The output feature class containing features that vary with input feature type.,Vector,Feature Class,,,,,,,,,,,,,,,,
285,Output_Feature_Class,The line feature class which will be created from the input points.,Vector,Feature Class,,,,,,,,,,,,,,,,
286,out_feature_class,The output line feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,
288,out_feature_class,The new feature class that will be created containing the split lines.,Vector,Feature Class,,,,,,,,,,,,,,,,
289,out_feature_class,The output line feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
290,out_featureclass,The output feature class containing geodetic ellipses as densified polylines.,Vector,Feature Class,,,,,,,,,,,,,,,,
291,out_feature_class,The feature class to be created that will contain the aggregated features.,Vector,Feature Class,,,,,,,,,,,,,,,,
292,out_featureclass,The output feature class containing densified geodetic lines.,Vector,Feature Class,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,
298,output_time_field,The name of output field in which the converted time values will be stored.,LiteralData,String,output_time_type(Optional),"The data type of the output time field.DATE ！Date and/or time. TEXT ！Any string of charactersLONG ！Whole numbers between -2,147,483,648 and 2,147,483,647.SHORT ！Whole numbers between -32,768 and 32,767.DOUBLE ！Fractional numbers between -2.2E308 and 1.8E308.FLOAT ！Fractional numbers between -3.4E38 and 1.2E38.",LiteralData,String,output_time_format(Optional),The format in which the output time values will be saved. The list of output time formats depends on the output data type specified for the output time field.,LiteralData,String,,,,,,,,
299,output_time_field,The output field in which the time stamps transformed to the desired output time zone will be stored.,LiteralData,String,output_time_zone,"The time zone to which the time stamps will be transformed. By default, the output time zone is the same as the input time zone.",LiteralData,String,output_dst(Optional),"Indicates whether the output time values will account for the shift in time due to the  Daylight Saving Time rules observed in the output time zone.By default, the   output time values are adjusted to account for the shift in time due to the Daylight Saving Time rules observed in the output time zone.OUTPUT_ADJUSTED_FOR_DST ！The output time values will be adjusted for Daylight Saving Time in the out time zone.OUTPUT_NOT_ADJUSTED_FOR_DST ！The output time values will not be adjusted for Daylight Saving Time in the out time zone.",LiteralData,Boolean,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,
303,out_table,"The output feature class or table. The output feature class or table will contain the transposed  field, a value field, and any number of attribute fields specified that need to be inherited from the input table.What is specified for out_table will be a table, unless the in_table value is a feature class and the Shape field is selected in the attribute_fields parameter.",NonGeoData,Table,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,
306,output_location,Output folder location for the recovered file geodatabase.,GeoData,Folder,out_name,Name for the output file geodatabase.,LiteralData,String,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,
323,out_data,"The location and name of the output data. The file name extension of the output data must match the extension of the input data. For example, if you are copying a file geodatabase, your output data element must have .gdb as a suffix.",GeoData,Data Element,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,
327,out_dataset,The output table reporting identical records. The FEAT_SEQ field in the output table will have the same value for identical records.,NonGeoData,Table,,,,,,,,,,,,,,,,
328,out_data,The name for the output data.,GeoData,Data Element,,,,,,,,,,,,,,,,
329,output,The output dataset that will contain all combined input datasets.,Vector,Feature Class;Table,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,
331,out_dataelement(Optional),"The child data element is contained by the input data element. Once the input data element is specified, the child data element control contains a drop-down list of the data elements contained in the input data element. For example, if the input is a feature dataset, all the feature classes within the feature dataset are included in the drop-down list. A single element is selected from this list.",LiteralData,String,,,,,,,,,,,,,,,,
332,out_dataset,The output feature class or table.,Vector,Feature Class;Table,,,,,,,,,,,,,,,,
333,out_feature_class,The feature class to be created that will contain the aggregated features.,Vector,Feature Class,,,,,,,,,,,,,,,,
334,out_feature_class,The feature class to be created.,Vector,Feature Class,,,,,,,,,,,,,,,,
335,out_feature_class,The output polygon feature class containing the remaining parts.,Vector,Feature Class,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,
338,out_name,The name of the geometric network to be created.,LiteralData,String,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,
342,out_network_layer,The name of the group layer that will store the results of the trace as a selected set.,Vector,Group Layer,,,,,,,,,,,,,,,,
343,out_graph_name,The name of the graph to be created.,NonGeoData,Graph,,,,,,,,,,,,,,,,
344,out_graph_file,"The output image, vector, or graph file. The supported image and vector formats are:Windows Bitmap (.bmp)GIF(.gif)JPEG (.jpg)Portable Network Graphic (.png)Paintbrush (.pcx)Scalable Vector Graphics (.svg)Adobe Acrobat PDF (.pdf)Encapsulated PostsScript (.eps)Enhanced Metafile (.emf) Windows Metafile (.wmf)",GeoData,File,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,
353,out_las_dataset,The LAS dataset that will be created.,Raster,LAS Dataset,,,,,,,,,,,,,,,,
354,out_file(Optional),The output text file that will contain the  summary of the LAS dataset statistics.,GeoData,Text File,,,,,,,,,,,,,,,,
355,out_raster,"The location and name of the output raster. When storing a raster dataset in a geodatabase or in a folder such as an Esri Grid, no fileextension should be added to the name of the raster dataset. A file extension can be provided to define the rasters format when storing it in a folder, such as .tif to generate a GeoTIFF or .img to generate an ERDAS IMAGINE format file. If the raster is stored as a TIFF file or in a geodatabase, its raster compression type and quality can be specified using geoprocessing environment settings.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,
358,out_layer,The name of the feature layer to be created. The newly  created layer can be used as input to any geoprocessing tool that accepts a feature layer as input.,Vector,Feature Layer,,,,,,,,,,,,,,,,
359,out_imageserver_layer,The name of the output image layer.,Raster,Raster Layer,,,,,,,,,,,,,,,,
360,out_layer,The name of the resulting LAS dataset layer. Text followed by a backslash or forward slash will be used to denote a group layer.,Raster,Las Dataset Layer,,,,,,,,,,,,,,,,
361,out_mosaic_layer,The name of the  output mosaic layer.,Raster,Mosaic Layer,,,,,,,,,,,,,,,,
362,out_table,The name of the layer or table view that will be created by the tool.,Raster,Table View;Raster Layer,,,,,,,,,,,,,,,,
363,out_layer_name,Output name for the feature layer or table view to be created.,LiteralData,String,,,,,,,,,,,,,,,,
364,out_rasterlayer,The name of the layer to create.,Raster,Raster Layer,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,
366,out_view,The name of the table view to be created.,Raster,Table View;Raster Layer,,,,,,,,,,,,,,,,
367,out_wcs_layer,The name of the output WCS layer.,Raster,Raster Layer,,,,,,,,,,,,,,,,
368,out_layer,The name of the output point event layer.,Vector,Feature Layer,,,,,,,,,,,,,,,,
369,out_layer,The output layer file (.lyr) to be created.,GeoData,Layer File,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,
372,output_folder,The output folder that will contain the layer files and consolidated data.,GeoData,Folder,,,,,,,,,,,,,,,,
373,output_folder,The output folder that will contain the locator or composite locator with its participating locators.,GeoData,Folder,,,,,,,,,,,,,,,,
374,output_folder,The output folder that will contain the consolidated map  and data.,GeoData,Folder,,,,,,,,,,,,,,,,
375,output_folder,The output folder that will contain the consolidated tools and data.,GeoData,Folder,,,,,,,,,,,,,,,,
376,output_file,The output map tile package.,GeoData,File,,,,,,,,,,,,,,,,
377,output_file,The location and name of the output package file (.lpk) to create.,GeoData,File,,,,,,,,,,,,,,,,
378,output_file,The name and location of the output locator package (.gcpk).,GeoData,File,,,,,,,,,,,,,,,,
379,output_file,The output map package (.mpk).,GeoData,File,,,,,,,,,,,,,,,,
380,output_file,The name  and location of the output package file (.gpk).,GeoData,File,,,,,,,,,,,,,,,,
381,output_folder,The output folder to contain the contents of the package.,GeoData,Folder,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,
383,Output_Feature_Class,The output point feature class.,Vector,Feature Class,,,,,,,,,,,,,,,,
384,Output_Table,"The output table containing the OBJECTIDs from the input table that match a photo,  and the matching photo path. Only OBJECTIDs from the input table that are found to match a photo are included in the output table.",NonGeoData,Table,,,,,,,,,,,,,,,,
385,Output_Workspace,The location of each new output feature class or feature dataset.,GeoData,Feature Dataset;Workspace,,,,,,,,,,,,,,,,
386,out_dataset,The output dataset to which the results will be written.,GeoData,Geodataset,,,,,,,,,,,,,,,,
387,out_featureclass,The output feature class of points. The attribute table will contain all fields of the input table along with the fields containing converted values in the output format.,Vector,Feature Class,,,,,,,,,,,,,,,,
388,out_coor_system,The final geographic coordinate system.,LiteralData,Coordinate System,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,
391,out_raster,"Output raster dataset.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri GridWhen storing a raster dataset in a geodatabase, no file extension should be added to the name of the raster dataset.When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a Compression Type and Compression Quality in the Environment Settings.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
392,out_raster,"Output raster dataset.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri GridWhen storing a raster dataset in a geodatabase, no file extension should be added to the name of the raster dataset.When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a Compression Type and Compression Quality in the Environment Settings.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
393,out_raster,"The output raster dataset to be created.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri GridWhen storing a raster dataset in a geodatabase, no file extension should be added to the name of the raster dataset.When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a Compression Type and Compression Quality in the Environment Settings.",Raster,Raster Dataset,out_coor_system,"The coordinate system to which the input raster will be projected. The default value is set based on the Output Coordinate System environment setting.Valid values for this parameter areA file with the .prj extension.An existing feature class, feature dataset, raster catalog (basically anything with a coordinate system).The string representation of a coordinate system. These lengthy strings can be generated by adding a coordinate system variable to ModelBuilder, setting the variables value as desired, then exporting the model to a Python script.",LiteralData,Coordinate System,,,,,,,,,,,,
394,output_cpt_link_file(Optional),"If specified, a text file will be written containing the links created by this tool. This file can be used in theWarp From File tool. The output link tableworks with one mosaic dataset item in the mosaic layer. The inputmust specify which item is being processed, either selecting theitem or specifying the ObjectID in the input.",GeoData,Text File,,,,,,,,,,,,,,,,
395,out_raster,"Output raster dataset.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri GridWhen storing a raster dataset in a geodatabase, no file extension should be added to the name of the raster dataset.When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a Compression Type and Compression Quality in the Environment Settings.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
396,out_raster,"Specify a name, location, and format for the dataset you are creating. When storing a raster dataset in a geodatabase, do not add a file extension to the name of the raster dataset. When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a compression type and compression quality.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri Grid",Raster,Raster Dataset,,,,,,,,,,,,,,,,
397,out_raster,"Output raster dataset.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri GridWhen storing a raster dataset in a geodatabase, no file extension should be added to the name of the raster dataset.When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a Compression Type and Compression Quality in the Environment Settings.",Raster,Raster Dataset,,,,,,,,,,,,,,,,
398,out_raster,"Specify a name, location and format for the dataset you are creating. When storing a raster dataset in a geodatabase, do not add a file extension to the name of the raster dataset. When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a compression type and compression quality.When storing the raster dataset in a file format, you need to specify the file extension:.bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri Grid",Raster,Raster Dataset,,,,,,,,,,,,,,,,
399,out_raster,"The name, location and format for the dataset you are creating. When storing a raster dataset in a geodatabase, do not add a file extension to the name of the raster dataset. When storing your raster dataset to a JPEG file, a JPEG 2000 file, a TIFF file, or a geodatabase, you can specify a compression type and compression quality using environment settings..bil！Esri BIL.bip！Esri BIP.bmp！BMP.bsq！Esri BSQ.dat！ENVI DAT.gif！GIF.img！ERDAS IMAGINE.jpg！JPEG.jp2！JPEG 2000.png！PNG.tif！TIFFno extension for Esri Grid",Raster,Raster Dataset,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,
410,out_feature_class,The feature class containing the areas that have changed.,Vector,Feature Class,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,
412,out_mosaic_dataset,The referenced mosaic dataset that you want to create.,Raster,Mosaic Dataset,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,
