2675,Output,Contains the accumulated input layer(s).,Any,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,OutputI: Output intensity channel,Specifies the output raster channel to be interpreted as the intensity component of a color image. The must be either all 8-bit or all 16- or 32-bit; see the Details section for more information on channel types. Output channels may be the same as the input channels; existing data will be overwritten. Duplicate output channels are NOT allowed.,Raster,Raster,OutputH: Output hue channel,Specifies the output raster channel to be interpreted as the hue component of a color image. The must be either all 8-bit or all 16- or 32-bit; see the Details section for more information on channel types. Output channels may be the same as the input channels; existing data will be overwritten. Duplicate output channels are NOT allowed.,Raster,Raster,OutputS: Output saturation channel,Specifies the output raster channel to be interpreted as the saturation component of a color image. The must be either all 8-bit or all 16- or 32-bit; see the Details section for more information on channel types. Output channels may be the same as the input channels; existing data will be overwritten. Duplicate output channels are NOT allowed.,Raster,Raster,Output Type: Output channel type,Specifies the image data type of the output channels. Supported output types are: 8-bit unsigned; this is the default value 16-bit signed 16-bit unsigned 32-bit real,Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,
2854,OutputRaster: Output illumination raster,Specifies the output channel to receive the illumination map.,Raster,Raster,OutputBitmap: Output shadow bitmap,Specifies the output channel to receive the cast shadow mask.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,Result1: Output raster channel(s),Specifies the output image channel(s) produced by taking the cosine of the specified input image channel(s) (DBIC). Duplicate output channels are NOT allowed. The total number of input channels (DBIC) must be equal to the total number of output channels (DBOC).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,Result1: Output raster channel(s),"Specifies the output raster channel(s) to receive the image produced by taking the inverse of the input image channels (DBIC). If the output file already exists, the output channels (DBOC) must be specified, the output channel type must be CHN_32R, and the number of output channels must be the same as the number input channels (DBIC).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,Result1: Output raster channel(s),"Specifies the output image channel(s) produced by taking the natural logarithm of the input image channel(s) (DBIC). If the output file (FILO) does not already exist, this parameter should be empty. Duplicate output channels are NOT allowed. The total number of input channels (DBIC) must be equal to the total number of output channels (DBOC). Output channels must be 32-bit real.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,Output: Output linked channel(s),Specifies output linked channel(s).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,Result1: Output raster channel(s),Specifies the output image channels produced by the negation of the input image channels (DBIC). The number of output channels must be the same as the number of input channels.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,Result1: Output raster channel(s),Specifies the output image channel(s) produced by taking the sine of the input image channels (DBIC). The number of output channels (DBOC) must be the same as the number of input channels (DBIC).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,Result1: Output raster channel(s),Specifies output image channels to receive the image produced by taking the square root of the input image channels (DBIC). The number of output channels (DBOC) must be the same as the number of input channels (DBIC).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,Result1: Output raster channel,"Specifies one output raster channel to receive the image produced by the summation of the input image channel(s). If the output file (FILO) already exists, this parameter must be specified.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,Output: Output raster channel,"Specifies the output channel to receive the merged image data. The default value is 1; if DBOC (Output) does not exist, IMERGE adds a new channel and automatically sets the value of DBOC (Output) to the index of the newly created channel.",Raster,Raster,Projection for Output Merged Layer,"Specifies the projection of the output file. If not specified, uses the map projection from the input files. Supported projections include: LONG/LAT: Longitude and Latitude SPAF: State Plane (US Feet) SPCS: State Plane (Meters) SPIF: State Plane (International Feet) UPS: Universal Polar Stereographic UTM: Universal Transverse Mercator",String,LiteralData,Non-Image Background Value for Input/Output,"Specifies the background value of the input image channel. Pixels having the specified background value are interpreted as non-image values and are not transferred to the output file; this ensures that the output image contains only valid data from the input images. If defaulted, the background value is zero (0).",Float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,OutputImg: Output image,"Specifies the name of the new hi-resolution file to be created, which will contain the transformed image channels from the low-resolution target file. The output file is automatically created and must not already exist.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,OutputImg: Output correlation image channel,Specifies the output channel to receive the correlated image.,Raster,Raster,OutputGCP: Output GCP segment,Specifies the output GCP segment.,GCP,GeoData,OutputText: Output transformation text segment,Specifies the output segment to receive the transformation text.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,"Page.goto: net::ERR_SOCKET_NOT_CONNECTED at https://catalyst.earth/catalyst-system-files/professional-help/references/algoreference_r/modeler/M_import.html
Call log:
  - navigating to ""https://catalyst.earth/catalyst-system-files/professional-help/references/algoreference_r/modeler/M_import.html"", waiting until ""load""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,Output: Output SAR image,Optionally specifies the output raster port to receive the SAR image data.,Raster,Raster,OutputGCP: Output GCP segment,Optionally specifies the output segment to receive the ground control points.,Raster,Raster,OutputText: Output text segment,"Optionally specifies the output text segment, which will contain mainly metadata information about the scene.",Text,NonGeoData,OutputOrbit: Output satellite orbital ephemeris segment,Optionally specifies the output segment to receive the satellite orbital ephemeris layer.,ORB,GeoData,OutputRPC: Output rational function segment,Optionally specifies the output segment to receive the rational function layer.,BIN,NonGeoData,OutputIncAngle: Output SAR incident angle segment,Optionally specifies the output segment to receive the incidence angle array segment.,Array,NonGeoData,,,,,,,,,,,,,,,,
2868,Output: Corrected interferograms,Note: The file name you specify must not exist already.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,Output: Output raster channel containing calibrated displacements,"The channel of the displacement file to which to write the adjusted displacement data. The channel type must be 32R. If the output channel is the same as the input channel, the input channel is overwritten with calibrated displacement values.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,Output: Enhanced interferogram,,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,Output: Output raw interferogram,,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,Output: Output corrected interferogram,,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,Output: Unwrapped interferogram,"The name of the PCIDSK (.pix) output file which contains the unwrapped deformation (for deformation mode) or elevation (for topographic mode). In deformation mode, the output represents surface displacements, in meters and is projected into the radar line-of-sight direction. In topographic mode, the output contains terrain-elevation (meters) relative to the WGS-84 ellipsoid. The output is in slant range projection. In RUN and PREP processing modes (see the description of PROCMODE), the file must not already exist. In FINISH mode, the output file must already exist (after running RUN and PREP modes). When the output file is created, all segments are moved from the input file to the output.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,Output: Output raster channel,"Specifies the output channel to receive the clustering results. If this parameter is not specified, results will not be saved into a channel. To generate a signature segment, this parameter must be specified. The output channel can be the same as the input channel (DBIC). Only the area under the area mask (MASK) is written to the output.",Raster,Raster,OutputSig: Output signature segment,"Specifies the segment to receive the output cluster signature(s). If this parameter is specified, the output channels must also be specified.",SIG,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,Output: Output raster channel,"Specifies the output channel to receive the clustering results. If this parameter is not specified, results will not be saved into a channel. To generate a signature segment, this parameter must be specified. The output channel can be the same as the input channel (DBIC). Only the area under the area mask (MASK) is written to the output.",Raster,Raster,OutputSig: Output signature segment,"Specifies the segment to receive the output cluster signature(s). If this parameter is specified, the output channels must also be specified.",SIG,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,Output: Output theme map channel,Specifies the channel to receive the resulting theme map. Only one output channel may be specified. The theme map will contain as many theme classes as there are DBBS (InputBitmap) values.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,Output: Output raster channel(s),The image channel to receive the interpolated result.,Raster,Raster,Output Raster Type,The image data type of the output raster channel. Supported values are: 8U: 8-bit unsigned 16U: 16-bit unsigned 16S: 16-bit signed 32R: 32-bit real (default),Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,Output: Output difference channel,Specifies the output image channel to receive the Local Adaptive Change Detection data. The output difference channel must be the same size as the input channel (DBIC_IN) and the input reference channel (DBIC_REF). The output channel datatype must be 32-bit real (32R).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,Output: Output LAI model channel,Specifies output channel to receive the output LAI image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,Output Binary Edge Image: Output image channel or layer,Specifies an optional output channel to receive the binary edge image (thresholded gradient).,Raster,Raster,Output Vector,"Specifies a vector segment to receive the extracted lineaments. If this parameter is not specified, a new vector segment is created by default.",Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,Output: Output point layer,Specifies the the output file to receive the points,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,Output: Output polygon layer,Specifies the output file to receive the polygons.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,Output: Encoded raster channel,"Specifies the output raster channel to receive the encoded vector data. If the specified output file FILE exists, this parameter must be specified and the channel must exist. If the output file does not exist, this parameter should be left unspecified.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,OutputA: Topo Line Layer: Output line layer,,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,Output File Name,Specifies the name of the image file to receive the linearly transformed channels.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,Output: Filtered Layer: Output raster channel(s),Specifies the output channel to receive the filtered image. Duplicate channels are not allowed.,Raster,Raster,Raster output window,"Specifies a rectangular area (Xoffset, Yoffset, Xsize, Ysize) to be processed for output. Xoffset, Yoffset define the upper-left starting pixel coordinates of the window. Xsize is the number of pixels that define the window width. Ysize is the number of lines that define the window height. This window can extend over the entire image or it can target one or two lines for replacement. Line replacement begins with the first line of the specified output window and continues for every specified line (LINC/Line Increment) after that. If this parameter specifies only one line (DBOW(4)=1), the Line Increment Factor (LINC) must be 1. The number of output lines (DBOW(4)) must be greater than LINC. If only DBOW(1) and DBOW(2) are specified, DBOW(3) and DBOW(4) are the remainder of the image by default. The origin is the upper-left corner.",Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,Output: Output raster channels,The output channels to receive the enhanced raster.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,Output: Output file name,Specifies the name of the PCIDSK file to which the lookup table is written.,LUT,NonGeoData,Output: Lookup table segment,"Specifies the segment that contains the lookup table (LUT type 170 or BLUT type 172). If this parameter is not specified, a new LUT segment is created.",LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,Output Lookup Table File,Specifies the name of the output text file to receive lookup table data. This text file must not exist before executing LUTWRIT.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,Output: Output raster channel(s),Specifies the output image channels in the output file (FILO) to receive the output wavelet detail maps.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,Output,Specifies the output image channel to contain the encoded bitmaps. Only one channel may be specified.,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,Output: Bitmap masks,"The output channel to receive the output masks. The output file will contain the following masks: Haze Cloud Saturated pixels Water Each bitmap segment is identified from the metadata tags LayerType. The metadata values will be Haze, Cloud, Saturated, and Water for each of the preceding output bitmaps listed. The first three masks are always created, even if they are empty. The water mask is created only if both the NIR and SWIR bands are available.",BMP,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,Output: Lookup Table Layer: Output Lookup Table,Specifies the output LUT layer to which MATCH will write the new lookup table.,LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,Output: Output file,"Specifies the output PCIDSK file that will contain the merged bands. If the file already exists, it will be overwritten.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,Output: Output OrthoEngine project file name,"Specifies the name of the output merged OrthoEngine project file. If the file already exists, it is overwritten.",Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,Output: Output raster channel,Specifies the channel to receive the output theme map.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,Output: Output mirrored channel(s),"Specifies the output raster channels to receive the mirrored image if FILO is defaulted or equal FILE. If FILO is created then DBOC defaults or is ignored. At least one channel must be specified. Duplicates are not allowed. The output channel may be the same as the input channel; if so, existing data will be overwritten.",Raster,Raster,OutputGCP: Output GCP segment,"Specifies the output GCP segment to receive the mirrored GCP segment. If an input GCP segment is specified, a new output GCP segment is automatically created.",GCP,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,Output: Output raster channel,"Specifies the channel to receive the output classified results. For Parallelepiped or Ties classifications (MAXL = PARA or TIES), this value is a single channel. For Full Maximum Likelihood classification (MAXL = FULL), this value is a list of channels where the first channel will hold the most likely class, the second channel will hold the second most likely class, and so on. Note: The number of output channels cannot be greater than the amount of input signatures.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,Output: Output corrected channel,Specifies the output channel to recevie the corrected image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,Output,Specifies the output raster layer that will contain the results of a raster model.,Raster,Raster,OutputBitmap,Specifies the output bitmap layer that will contain the results of a bitmap model.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,Output: Output-math-model layer,The math-model layer in which to store the computed model. This port is used only if the output-type parameter is set to create an RPC layer.,BIN,NonGeoData,Output type,The type of output to create: an RPC layer or a text file. Available options are: RPC layer TEXT file,String,LiteralData,Output RPC text file,"The name of the text file to create and to which to write the RPC information. This parameter is used only if the value of OutputType is TEXT file. The extension of the specified output file will control how the RPCs are written. That is, when you specify .txt, the format of the output RPC is an older one supported by satellites, such as IKONOS and GeoEye. Alternatively, when you specify .rpb, the output format is a newer one supported by satellites, such as QuickBird and WorldView. If you specify .xml, the output format will be in xml",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,Output: Output file name,Specifies the name of the file to receive the output data. FILO must already exist before running MOSAIC. FILI and FILO must overlap in their georeference bounds.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,Output: Output raster channel,Specifies the image channel to receive the interpolated result. The output channel must be 32-bit real.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,Output: Output channel,"The channel or channels to which to write the pansharpened channels. If you do not specify a value for this parameter, the first n channels are used, where n is the number of selected input channels. Do not specify duplicate channels. This parameter is optional.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,Output: NDVI Layer: Output NDVI channel or layer,"Specifies the image channel to receive the output NDVI values. To ensure the preservation of NDVI values, this channel must be 16-bit or 32-bit real.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,OutputNN: Output classification channel or channels,"The output image channel or channels that receive the classification results. The first channel holds the most likely class, the second channel the second most likely class, and so on. Typically, however, only one output channel is specified. Up to 254 channels can be handled and up to 48 values can be specified. At least one channel must be specified. Duplicate channels are not allowed.",Raster,Raster,Probability: Output probability channel,"The output channels in which to store estimated probabilities (values between 0.0 and 100.0) that a pixel belongs to the class to which it was assigned. For each specified output-classification channel (DBOC), you can specify a corresponding probability channel for PROBCHAN. This function handles up to 254 channels and you can specify up to 48 integer values; however, the number of values you specify cannot exceed that of the output-classification channels (DBOC). Duplicate channels cannot be defined for DBOC (OutputNN) and PROBCHAN (Probability). The values generated represent a measure that approximates the true statistical probability. The value generated for a pixel is calculated as the activation value of the output unit for the selected class divided by the activation of all output units for that pixel. The range of values varies according to the number of output classes: more output classes decrease the range. Higher values, generally, are produced for classes that are well trained; therefore, the probability values produced can be considered relative to the range of probability values produced. If a second probability channel is specified, it contains the value of the second most active output unit divided by the activation of all output units for that pixel position, and so on. This parameter is optional.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,OutputNN: Layers to train the neural network,The image channel or channels used to train the neural-network segment.,Bitmap,Raster,NNLayer: Output neural-network segment,"After running NNCREAT, this parameter receives the new neural-network segment for future use by other functions.",BIN,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,Output: Output interpolated image,Specifies the output image channel to receive the interpolated results.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,OutputNN: One or more layers used to train the neural network,"On completion, this parameter contains one or more of the image layers used to create the trained neural-network layer.",Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,Output: Output raster image channel or layer,Specifies the raster image image channel(s) or layer(s) to receive the data values stored in the text file (TFILE). Duplicate output channels are NOT allowed.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,Output Form,"Specifies the format in which image data will be stored in the output text file or LASF file. Image data may be written in one of the following formats: COORD: coordinate format, default 1 pixel/line COORDn: coordinate format, n sets/line GEOCOORD: georeferenced coordinate format, 1 set/line GEOCOORDn: georeferenced coordinate format, n sets/line DATA: data format, default 1 pixel/line DATAn: data format, n values/line LASFZ: LAS format x,y,z Lidar points/line LASFInten: LAS format x,y and Intensity Lidar points/line For the coordinate (COORD) format, the text file contains two values for each pixel: database x-position (pixel) and database y-position (line), and is followed by gray-level value(s) pertaining to each input channel (in pixel-interleave mode). You may specify the number of pixels to be output on each line of text using the ""COORDn"" form. For example if n=2 (that is, ""COORD2""), 2 pixels (6 values) will be output on each line for one input channel. If the number of input channels is four, and n=2 (""COORD2""), four pixels (x,y coordinate and two gray-level values) will be output on each line, for a total 12 columns. If no n value is specified, by default 1 pixel will be output per line. For the georeferenced coordinate (GEOCOORD) format, the content of the text file is similar to that of the COORD format except that the (x,y) position is expressed in georeferenced units. You may specify the number of pixels to be output on each line of text using the ""GEOCOORDn"" form. For example, if n=2 (that is, ""GEOCOORD2""), 2 pixels (6 values) will be output on each line, if DBIC is equal to one. If no n value is specified, by default 1 pixel will be output per line for 8-bit, 16-bit or 32-bit channels. For the data (""DATA"") format, the text file will contain a gray-level value for each pixel (one gray-level value for each input channel, DBIC). You may specify the number of pixels to be output on each line of text using the ""DATAn"" form. For example, if n=2 (that is, ""DATA2""), 2 pixels (2 values) will be output on each line. If no n value is specified, by default 1 pixel will be output per line. For the LASF format, the output is not a text file but a LAS Format Lidar point file. For both LASF options, the x and y coordinates of the point come from the x and y of the pixel. The pixel value is written to the z coordinate of the point (for a DEM for example) for the LASFZ option. For the LASFInten option the pixel value is written to the point intensity attribute field. All points are written to the first returns. X and Y offset and scaling are set from the minimum x and y values and the range of values. The Z offset and scaling are set from the raster elevation offset and scaling metadata if they are present. Otherwise the offset is 0 and the scaling is 0.001 for millimeter scaling. The LAS format has a limit to the number of points that can be in a file. For this reason and in order to keep the number of points in a file manageable, when one billion points have been written to the LAS file, the file is closed and further points are written to an overflow file or files. The first file has the same name as specified in the TFILE parameter with a suffix ""_1"" and subsequent files have a corresponding suffix. If only one file was needed to contain the points then the output file name is the value of the TFILE parameter. All options listed above may be followed, without any intervening spaces, by a comma and a keyword SUPPRESS. If this keyword is present, pixels are omitted from output if any of their channels has either a no-data or a failed value. These values are extracted from the metadata tags NO_DATA_VALUE and FAILED_VALUE of individual channels. If a channel has no such tag, the tag from the file is used, if present.",String,LiteralData,Text Output File,Specifies the path and file name of the text file or LASF file to which the image channel data will be written. The output file must not already exist before running NUMWRIT.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,OutputText: Output OrthoEngine project file,"The path and file name of the output OrthoEngine project file. Note: If you specify your input project as your output project, then the input OrthoEngine project is updated with the recalculated math models, as applicable.",Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,OutputMM: Output math model layers,,BIN,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,OutputPRJ: Output OrthoEngine project file,The name of the output OrthoEngine project file.,Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,Output: Orbit Layer: Output orbit segment,"Specifies the orbit segment (type 16) to which orbit information will be added. If this parameter is not specified, a new orbit segment is created. If specified, this value must be greater than zero.",ORB,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,Output Orbit Data,"Specifies the name of the output text file that will contain the orbit segment information. The text file must not exist before running ORBITWR. If the text file exists, ORBITWR exits without processing.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,Output: Output ortho channels,The path and file name of the output file to which to write the orthorectified channel or channels.,Raster,Raster,Output background,The background (NoData) value to use for orthorectified pixels that are not populated. Each channel is set to the same background value. The value will be truncated to the range allowed by the data type of the source image.,Float,LiteralData,Output projection,"The projection string for the output orthorectified image. If you do not specify a projection, the map units are determined automatically. The standard definitions are as follows: UTM: Universal Transverse Mercator SPCS: State Plane Coordinate System LONG/LAT: Longitude and latitude METER: Image along-row and along-column meters FEET: Image along-row and along-column feet When you specify METER or FEET, the math model and digital elevation model (DEM) also must be METER or FEET. When you specify a regular, Earth-referenced projection, the math model and DEM also must use a regular projection (not necessarily the same one); that is, METER and FEET are not allowed. You can also specify the label of a projection you define, if the projection exists in the userproj.txt file; otherwise, you must enter the projection-parameter information as a string separated by the vertical bar (|). The projection-parameter string defines 18 parameters delimited by spaces, including the following: Dearth RefLong RefLat StdParallel1 StdParallel2 FalseEasting FalseNorthing Scale Height Long1 Lat1 Long2 Lat2 Azimuth LandsatNum LandsatPath UnitsCode For example, the projection named 'France93' can be specified, as follows: LCC D350 | 0 0 3.0 46.5 44.0 49.0 700000 6600000 0 0 0 0 0 0 0 0 0 -1 You can specify the UTM grid-zone number and row, and the Earth model, as follows: UTM [mm] [r] [Ennn] Where: [mm] is the two-digit zone number between one and 60. [r] is the zone row: a single letter between N and X for north of the equator and between C and M for south of the equator. Zone rows A, B, Y, and Z are not supported; rows I and O do not exist. [Ennn] specifies the Earth model, where the model number is between zero and 19. If the Earth model is not specified, it is assumed to be E000 (Clarke 1866). You can specify the Earth model for LONG/LAT (and other units except METER or FEET), as follows: LONG/LAT [Ennn] You can specify the SPCS-zone number and Earth model, as follows: SPCS [mmmm] [Ennn] Where: [mmmm] is the four-digit zone number. If the Earth model is not specified, it is assumed to be E000 (Clarke 1866). If you do not enter a value for Output projection, the logic for determining a default ortho-coordinate system is as follows: If the source raster has a projected coordinate reference system (CRS)–neither PIXEL, METER, FEET, nor LONG/LAT–it will be used for the output orthorectified image. Otherwise, the CRS from the math model you specified as input is analyzed. If the math model is METER or FEET, a two-dimensional coordinate system of type METER or FEET will be selected to match. If the math model is based on a: Projected coordinate system, the same projected coordinate system is chosen. Geographic longitude/latitude coordinate system, a default projection based on the WGS84 datum will be selected, depending on the image position. If the image falls between 84 degrees north and 80 degrees south, a UTM projection with the appropriate zone number will be used. If the image falls in the polar regions, a universal polar stereographic (UPS) projection will be used.",String,LiteralData,Output pixel ground size: X,"The size of the horizontal pixel of the output image. The output pixel size is expressed in the same units as the coordinate system of the orthorectified image. If you do not specify a value for this parameter, a default pixel size is computed automatically. This parameter is optional.",String,LiteralData,Output pixel ground size: Y,"The size of the vertical pixel of the output image. The output pixel size is expressed in the same units as the coordinate system of the orthorectified image. If you do not specify a value for this parameter, the specified horizontal pixel size is used. If you specify neither a horizontal nor a vertical pixel size, the pixel size is computed automatically. This parameter is optional.",String,LiteralData,,,,,,,,,,,,,,,,,,,,
2930,Output: Output channel,"Optionally specifies the channel(s) to receive the output pansharpened input channels. If this parameter is not specified, the first N channels are used, where N is the number of selected input channels. Duplicate channels are not allowed.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,Output,Specifies the image channels to receive the output eigenchannels (principal component result). The specified number of output channels must be the same or less than the number of input channels (DBIC). The specified number of output channels must be the same as the specified number of eigenchannels (EIGN). Duplicate channels are NOT allowed.,Integer,LiteralData,Output Raster Type,Specifies the image data type of the output raster channel. Supported values are: 8U: 8-bit unsigned 16U: 16-bit unsigned 16S: 16-bit signed 32R: 32-bit real (default),Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,OutputPCE: Output raster channels,"Specifies the three output channels to receive the encoding results (red, green, and blue).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,Output,"Specifies three output RGB channels to store the results of the data fusion. DBIC (InputColor) defines the color, and DBINT (InputIntensity) defines the intensity for the fused output color image. The specified output channel must not be the same as the specified intensity channel. Duplicate output channels are not allowed. Results are always 8-bit values between 0 and 255.",Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,OutputPCT: Interpolated PCT layer,,PCT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,OutputPCT: Output PCT segment,"Specifies the output segment to receive the pseudocolor table (PCT type 171 or BPCT type 173). If this parameter is not unspecified, a new PCT segment is created.",PCT or BPCT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,Output PCT File Name,Specifies the name of the output text file to receive the pseudocolor table data. The specified text file must NOT exist before running PCTWRIT.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
