2675,Output,Contains the accumulated input layer(s).,Any,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,Output type,"The data type of the output channel(s) to create. Supported data types are: 8U: pixels are stored as 8-bit unsigned-integer values in the range from 0 to 254, with 255 reserved as a no-data value. 16U: pixels are stored as 16-bit unsigned-integer values in the range from 0 to 65534, with 65535 reserved as a no data value. This is the default setting. 16S: pixels are stored as 16-bit signed-integer values in the range from -32767 to 32767, with -32768 reserved as a no data value. 32R: pixels are stored as-computed in 32-bit real values, with -32768.0 reserved as a no data value. When the number of output channels is greater than one, the specified data type is used for each output channel. This parameter is optional. The default value is 16U. Note: the specified data type (except 8U) is used also for the Landsat-8 quality channel, if selected for processing. All other non-spectral channels selected for processing are transferred with their original data types, but only to the output files in PIX format.",String,LiteralData,Output Scaling Offset,"Specifies scaling offset for converting the computed radiance values to Digital Numbers (DNs) to store in the output image. A separate scaling offset for thermal bands may be provided as a comma-separated second value. This parameter is optional. If SCALOFFS is specified, the SCALFACT parameter must be specified as well, with the same number of values. The SCALFACT and SCALOFFS parameters are used jointly to convert the computed radiance values to DNs as follows: DN = Radiance * SCALFACT + SCALOFFS Note: the radiometric gain and bias values stored in channel metadata are mutually related to the SCALFACT and SCALOFFS values as follows: Gain = 1 / SCALFACT Bias = -SCALOFFS / SCALFACT SCALFACT = 1 / Gain SCALOFFS = -Bias / Gain If the parameters SCALFACT and SCALOFFS are defaulted, the values used depend on the output data type, as follows: 8U: no defaults are supplied, and the parameters SCALFACT and SCALOFFS must be explicitly specified. 16U: the default values are (100, 10) and (0, 0) respectively, with the first number in each pair applying to reflective bands, and the second to thermal bands, if present. This is the default setting. 16S: the default values are (100, 10) and (-30000, 0) respectively, with the first number in each pair applying to spectral bands, and the second to thermal bands, if present. 32R: the default values for the parameters are (1, 1) and (0, 0) respectively, with the first number in each pair applying to spectral bands, and the second to thermal bands, if present.",Float,LiteralData,Output Scaling Factor,"Specifies scaling factor for converting the computed radiance values to Digital Numbers (DNs) to store in the output image. The specified value(s) must be positive (greater than zero). A separate scaling factor for thermal bands may be provided as a comma-separated second value. If SCALFACT is specified, the SCALOFFS parameter must be specified as well, with the same number of values. This parameter is optional. Please refer to the SCALOFFS parameter for more details, and for the list of data type-dependent default values.",Float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,Output type,"The data type of the output channel(s) to create. Supported data types are: 8U: pixels are stored as 8-bit unsigned-integer values in the range from 0 to 254, with 255 reserved as a no-data value. 16U: pixels are stored as 16-bit unsigned-integer values in the range from 0 to 65534, with 65535 reserved as a no data value. 16S: pixels are stored as 16-bit signed-integer values in the range from -32767 to 32767, with -32768 reserved as a no data value. This is the default setting. 32R: pixels are stored as-computed in 32-bit real values, with -32768.0 reserved as a no data value. When the number of output channels is greater than one, the specified data type is used for each output channel. This parameter is optional. The default value is 16S. Note: the specified data type (except 8U) is used also for the Landsat-8 quality channel, if selected for processing. All other non-spectral channels selected for processing are transferred with their original data types, but only to the output files in PIX format.",String,LiteralData,Output Scaling Offset,"Specifies scaling offset for converting the computed reflectance values to Digital Numbers (DNs) to store in the output image. If RefBias is specified, the RefGain parameter must be specified as well, with the same number of values. The RefGain and RefBias parameters are used jointly to convert the computed reflectance values to DNs as follows: DN = Reflectance * RefGain + RefBias Note: the radiometric gain and bias values stored in channel metadata are mutually related to the RefGain and RefBias values as follows: Gain = 1 / RefGain Bias = - RefBias / RefGain RefGain = 1 / Gain RefBias = -Bias / Gain If the parameters RefGain and RefBias are defaulted, the values used depend on the output data type, as follows: 8U: no defaults are supplied, and the parameters RefGain and RefBias must be explicitly specified. 16U: the default values are (10000, 10) , with the number in applying to reflective bands. 16S: the default values are (10000, 10) , with the number applying to spectral bands. This is the default setting. 32R: the default values for the parameters are (1, 1) , with the number in applying to spectral bands.",Float,LiteralData,Output Scaling Factor,"Specifies scaling factor for converting the computed thermal values to Digital Numbers (DNs) to store in the output image. The specified value(s) must be positive (greater than zero). If ThGain is specified, the ThBias parameter must be specified as well. This parameter is optional. Please refer to the SCALOFFS parameter for more details, and for the list of data type-dependent default values.",Float,LiteralData,Output Thermal Scaling Offset,"Specifies scaling offset for converting the computed thermal values to digital numbers (DNs) to store in the output image. If ThBias is specified, the ThGain parameter must be specified as well, with the same number of values. The RefGain and ThBias parameters are used jointly to convert the thermal values to DNs as follows: DN = Reflectance * ThGain + ThBias Note: the radiometric gain and bias values stored in channel metadata are mutually related to the ThGain and ThBias values as follows: Gain = 1 / ThGain Bias = - ThBias / ThGain ThGain = 1 / Gain ThBias = -Bias / Gain If the parameters ThGain and ThBias are defaulted, the values used depend on the output data type, as follows: 8U: no defaults are supplied, and the parameters ThGain and ThBias must be explicitly specified. 16U: the default values are (0, 0) , with the number in applying to reflective bands. 16S: the default values are (0, 0) , with the number applying to spectral bands. This is the default setting. 32R: the default values for the parameters are (0, 0) , with the number in applying to spectral bands.",Float,LiteralData,Output Thermal Scaling Factor,"Specifies scaling factor for converting the computed thermal values to Digital Numbers (DNs) to store in the output image. The specified value(s) must be positive (greater than zero). If ThGain is specified, the ThBias parameter must be specified as well. This parameter is optional. Please refer to the SCALOFFS parameter for more details, and for the list of data type-dependent default values.",Float,LiteralData,,,,,,,,,,,,,,,,,,,,
2770,Output units,"Optionally specifies the output units for the atmospherically corrected image. Available options are: 16 Bit Reflectance: Computed output will be in reflectance units 0 to 10000 stored in a 16S channel (default). Pure Reflectance: Computed output will be in reflectance units (0-1) stored in a 32R channel. Percent Reflectance: Computed output will be in reflectance units (0-100%) stored in a 32R channel. Scaled_Reflectance: Computed output will be in reflectance units (0-1) multiplied by the specified Scaling Factor. If the Scaling Factor is not specified, a default of 400.0 is used for 8-bit channels, and a default of 1000 is used for 16-bit data and higher.",String,LiteralData,Output,Specifies the name of the output file to receive the computed reflectance image.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,Output: Output image channel(s),"Specifies the output image channel to receive the dark-reference transformed image data. The specified output file must not exist prior executing DRSUB; otherwise, the function will report an error.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,OutputMag: Gradient magnitude output channel,"Specifies the output channel(s) to receive the output magnitude channel(s). If the output file (FILO) is an existing file, the output magnitude channel (DBOC_MAG) type must be CHN_8U and the number of output channels must be the same as the number of input channels (DBIC). If the output file is created, this parameter is ignored.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,OutputA: Output edge-matched vector segment,"Specifies the vector segment to receive the edge-matched output vector layer. This output layer may be either a combination of the two input layers, or an edited version of the input variable layer, depending on the value set in the Merge Layers parameter.",Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,Output Spectral Library,"Specifies the name of a new spectral library file to receive the endmember set. If a file with the specified name already exists, it will be overwritten. The following rules apply to the output spectral library filename extensions: If no extension is specified, "".xls"", "".spl"", or "".txt"" will be appended to the file name if the output file type (FILOTYPE) is set to ""XLS"", ""SPCB"", or ""TXT"", respectively. If the output file type is set to ""XLS"", an extension specified in the file name must be "".xls"". If the output file type is set to ""SPCB"", an extension specified in the file name may be anything other than "".xls"" or "".txt"". If the output file type is set to ""TXT"", an extension specified in the file name may be anything other than "".xls"" or "".spl"".",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,Output Exterior Orientation File,Specifies the text file to which the exterior orientation data is written.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,Output: OrthoEngine project file,The OrthoEngine project file to create with the imported EO data.,Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,OutputLeft: Output left-epipolar-image layer,The output raster layer for the left epipolar image.,Raster,Raster,OutputLeftMM: Output left-math-model layer,The output math-model layer in which to store the computed model for the left image.,BIN,NonGeoData,OutputLeftHeader: Output left-epipolar header,The output epipolar-header layer in which to store the header file for the left image.,BIN,NonGeoData,OutputRight: Output right-epipolar-image layer,The output raster layer for the right-epipolar image.,Raster,Raster,OutputRightMM: Output right-math-model layer,The output math-model layer in which to store the computed model for the right image.,BIN,NonGeoData,OutputRightHeader: Output right-epipolar header,The output epipolar-header layer in which to store the header file for the right image.,BIN,NonGeoData,Output background,"The background (NoData) value to use for epipolar pixels that are not populated. Each channel is set to the same background value. If the value specified for SAR images in decibel scaling is larger than -100.0, it is reset to -100.0. The provided background value will be truncated to the range allowed by the source-image data type.",Float,LiteralData,,,,,,,,,,,,
2782,Output: Output channel or layer,Specifies the single 8-bit black and white channel or layer that receives the compressed image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,Output: Output vector segment,The output vector segment to receive the converted and filtered output.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,Output File Name,Specifies the name of the KML or KMZ output file. The KMZ file is a compressed (zipped) KML file.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,Output: Output raster channels,"The output channels to which to write the filtered result. The output channels can be the same as those you specify as input. If you specify an area mask, only the area under the bitmap mask is written to the output channels.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,Output: Output filtered image channel,Specifies the output channel to receive the filtered image data.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,Output: Output raster channel,"Specifies the output channel to receive the filtered result. The output channel can be the same as the input channel (DBIC). If an area mask is specified, only the area under the bitmap mask (MASK) is written to the output channel.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,Output: Output filtered image,"Specifies the output channel to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,Output: Output filtered image,"Specifies the output channel(s) to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,Output: Output filtered frequency domain channel(s),Specifies the output channel to receive the filtered image. There must be as many output channels specified as there are input channels. All output channels must be of the same data type as input channels.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,Output: Output filtered image,"Specifies the output channel(s) to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,OutputGCP: Output GCP segment or layer,Specifies the output GCP layer to receive the extracted GCPs.,GCP,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,OutputGCP: Output GCP segment,The output GCP layer to receive the extracted GCPs.,GCP,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,Output,"Specifies the output channels to receive the filtered result. The output channels (DBOC) can be the same as the input channels (DBIC). If a mask is specified, only the area under the mask is written to the output channel. If two Gaussian filter parameter (SIGMSQ) values are specified and the output channel is an 8-bit or 16-bit unsigned integer channel, the output contains absolute values.",Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,Output: Output filtered image,"Specifies the output channel(s) to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,Output: Output filtered image,"Specifies the output channel(s) to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,Output: Output filtered image,"Specifies the output channel(s) to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,Output: Output filtered image,"Specifies the output channel(s) to receive the filtered results. If the specified output file already exists, the filtered channels will be appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,Output: Output raster channel(s) or layer(s),Specifies the output channel(s) or layer(s) to receive the noise-filtered results. This must be an 8-bit unsigned image channel.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,Output: Output filtered image channel,"Specifies the output channels to receive the filtered result. The output channels (DBOC) can be the same as the input channels (DBIC). If a mask is specified, only the area under the mask is written to the output channels.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,Output: Output raster channels,Specifies the output channels or layers to receive the filtered results. Only the area under a mask is processed. The output channels (DBOC) may be the same as the input channels (DBIC).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,Output: Output FPAR channel,"Specifies the output channel to receive the FPAR image. If the specified output file is to be created, this parameter defaults to channel 1 in the output file.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,Output: Filtered layer: Output channel or layer,"The output channel or layer to receive the output results. The output channel or layer can be the same as the input channel or layer, and you can also specify more than one of either, if necessary. Only the area under the mask is processed. If no mask is specified, FPR filters the entire channel.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,Output: Output filtered image channel,"Specifies the output channel to receive the filtered image. The specified output channel can be the same as the input channel. For more accurate results, the output channel should be 32-bit real. If an 8-bit channel is specified, all output values higher than 255 will be truncated to 255. If a mask area is specified, only the area under the mask is written to the output channel.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,Output: Output filtered image channel,Specifies the output channel to receive the filtered image data.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,Output: Output filtered image channels,"Specifies the output channels to receive the filtered result. The output channels (DBOC) can be the same as the input channels (DBIC). If a mask is specified, only the area under the mask is written to the output channels.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,Output: Output filtered image channels,"Specifies the output channels to receive the filtered result. The output channels (DBOC) can be the same as the input channels (DBIC). If a mask is specified, only the area under the mask is written to the output channels. For more accurate results, it is recommended that the output channels be 32-bit real channels. If an 8-bit channel is used, all generated values greater than 255 are truncated to 255.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,Output: Output channel,The output channel for the filtered data. Only the area under the mask is written to the output channel.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,Output: Output filtered image,"Specifies the output channel to receive the filtered results. If the specified output file already exists, the filtered channels are appended to the existing file. If the output file does not already exist, a new file is created.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,Output: Output frequency domain channel(s),"Specifies the output channel(s) to receive the frequency domain channel(s); that is, the 2-D frequency spectrum of the input raster channel. The number and type of output channels depend on the transformation being performed: FIR or FMP: require either one complex-valued channel or two real-valued output channels. The complex channel is written out in the real-imaginary order; the real channels are arranged according to the TFORM parameter, either as real-imaginary or magnitude-phase in radians. HAD, COS, and WAL: require one real-valued output channel It is recommended that real-valued input images have their Fourier transforms stored in real-valued output channels, while complex-valued images have their Fourier transforms stored in complex output channels. This ensures that if the frequency images are subsequently filtered in the frequency domain by the FFREQ module with the help of bitmaps, they are processed correctly. Specifically, the bitmaps are symmetrized for real-valued transforms, but used as-is for complex-valued transforms.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,Output,"Specifies the output channel to receive the spatial domain data; that is, the result of the transformed image data. Complex-valued output channels are supported.",Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,OutputBitmap: Output bitmap,Specifies an existing bitmap in which the selected locations will be indicated.,Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,Output: Output filtered image,"The output channel or channels to which to write the filtered results. If the specified output file already exists, FTOUZI appends the filtered channels to the existing file. If the output file does not already exist, FTOUZI creates a new file.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,Output LUT Layer: Output lookup table segment,"Specifies the LUT segment(s) in the input file to receive the generated lookup table. The value of this parameter must be less than or equal to the number of input channels (DBIC). Duplicate segments are NOT allowed. If the output LUT segment is explicitly specified, the existing lookup table segment is overwritten. If this parameter is defaulted, a new lookup table segment is created. Upon completion, the parameter returns a list of segment numbers used to save each of the LUT segments written.",LUT,NonGeoData,Minimum Output Gray Level,Specifies the minimum gray-level output to which the the output is mapped.,Integer,LiteralData,Maximum Output Gray Level,Specifies the maximum gray-level output to which the the output is mapped.,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,OutputFUSE: Output raster channels,"Specifies three output RGB channels to store the results of the data fusion. The InputR, InputG, and InputB ports define the color, and the InputIntensity port defines the intensity for the fused output color image. The channels specified by DBINT (InputIntensity) and DBOC (OutputFUSE) must be either all 8-bit or all 32-bit real. The channel specified by this parameter must not be the same as that specified by DBINT (InputIntensity). Duplicate output channels are NOT allowed.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,Output: Output raster channels,"Specifies three output RGB channels to store the results of the data fusion. DBIC (InputColor) defines the color, and DBINT (InputIntensity) defines the intensity for the fused output color image. The channels specified by DBINT (InputIntensity) and DBOC (Output) must be either all 8-bit or all 32-bit real. The channels specified by this parameter must not be the same as the channel specified by DBINT (InputIntensity). Duplicate output channels are not allowed.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,Output Theme Map Layer: Output raster channel,"Specifies the output channel to receive the clustering results. If no value is specified, results will not be saved to a channel. DBOC can be equal to DBIC. If a MASK is specified, only the area under the mask is written to the output channel.",Raster,Raster,OutputSig: Output signature layer,Optionally specifies the signature segment(s) that will be generated for each cluster.,SIG,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,Output: Differentiated Layer: Output raster channel,Specifies the output channel to receive the transformed data.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,Output: Output difference channel/layer,"Specifies the image channel or layer to receive the GCD image data. This image channel must have the same dimensions as DBIC_IN (Input) and DBIC_REF (Input2), and must be 32-bit real (32R).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,OutputGCP: Output GCP channel,Specifies the output image channel that will receive the updated data.,GCP,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,Output: Output file name,"Specifies the output PCIDSK file that will contain the exported GCP segment for IMAGE_ID (Image ID). If this parameter is not specified, the GCP segment is exported to the file that is referenced in the project file and that is associated with IMAGE_ID. If this is not a PCIDSK file, a linked PCIDSK file with an identical base name is created to accept the GCP segment.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,OutputGCP: Output GCP segment(s),Specifies the output segment to receive the converted GCPs. The output segment name and description are retained from the input segment being processed. The input segment and the transformation performed are recorded in the output segment history.,GCP,GeoData,Output Units,Specifies the units of the output segments.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,OutputText,"Specifies the path and file name of the output OrthoEngine project file that contains the imported GCPs. If not specified, this parameter uses OEPROJI (InputText) by default. If specified the output OrthoEngine project file must not exist.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,OutputUnits,Specifies the units (projection system) of the output coordinates. Valid units include: LON or LAT: longitude / latitude UTM zone_num: Universal Transverse Mercator; zone must be specified UPS row: Universal Polar Stereographic; row must be specified SPAF zone_num: State Place American Foot; eastings and northings zone must be specified SPCS zone_num: State Plane Coordinate System; eastings and northings zone must be specified SPIF zone_num: State Plane International Foot; eastings and northings zone must be specified PIX: pixel / line coordinate,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,OutputGCP: Output GCP segment,The name of the PCIDSK image file to which to write the GCP segment A new GCP segment (type 215) will be created.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,Output: GCP Layer with GCPs Refined,The output GCP layer containing the refined GCPs.,GCP,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,Output GCP text file,"The path and file name of the output text file to which to write the GCP coordinates. For more information on the required format for the text file, see the description of the GCP format (GCPFORM) parameter. Important: A file with the same name must not exist in the folder you specify.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,Output XML file,.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,Output: Output water vapor content channel,Specifies the output channel to receive the extracted atmospheric water vapor content map over the scene. Exactly one channel must be specified. The output channel must exist prior to running GENAWVC.,Raster,Raster,OutputLWT: Output leaf water thickness channel,"Specifies the output channel to receive the extracted leaf water absorption map over the scene. If this parameter is not specified, the leaf water thickness map is discarded. The specified channel must exist prior to running GENAWVC.",Raster,Raster,OutputSSE: Output SSE channel,"Optionally specifies the output channel to receive the Sum of Squared Errors map over the scene. If this parameter is not specified, the error map is discarded. The specified channel must exist prior to running GENAWVC.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,Output: Output spectral line curvature correction LUT,Specifies the channel in the output file to receive the output spectral line curvature correction lookup table.,LUT,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,Output: Output radiance LUT file name,"Specifies the output segment to receive the output radiance LUT. If no leading path is specified, the file is assumed to be located in the current working directory.",BIN,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,OutputGeocodedDEM: Output geocoded DEM file,Specifies the name of the generated geocoded digital elevation model (DEM) file.,Raster,Raster,"Output pixel ground size (X,Y)","Optionally specifies the resolution of the generated pixels. If this parameter is not specified, the resolution is automatically determined from the input epipolar DEM files. The units of this parameter must be the same as the units of the math models used to generate the epipolar DEM. For images using the RPC math model, this is generally LONG/LAT; for most other math models, it is a projected coordinate system in meters or feet. If multiple epipolar DEMs are provided, the first DEM processed is used to determine the units and resolution.",Double,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,Output: Random Noise Layer,Specifies the output channel(s) or layer(s) to receive the output results. Duplicate channels are not allowed.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,Output: Output vector layer,Specifies the output layer to receive the output graticule/grid.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,Output: Output grid vector layer,Specifies the output layer that will receive the new vector segment (type VEC:116) to hold the graticule vectors.,Vector,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,Output: Output raster channel,Specifies the output image channel to receive the interpolated result.,Raster,Raster,Output Raster Type,Specifies the image data type of the output raster channel. Supported values are: 8U: 8-bit unsigned 16U: 16-bit unsigned 16S: 16-bit signed 32R: 32-bit real (default),Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,Output: Output raster channel,Specifies the output image channel to receive the rasterized image.,Raster,Raster,Output Raster Type,Specifies the image data type of the output raster channel. Supported values are: 8U: 8-bit unsigned 16U: 16-bit unsigned 16S: 16-bit signed 32R: 32-bit real (default),Text,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,OutputRaster: Output raster channel(s),"If a raster output is required, this parameter specifies the output raster channel to receive the rasterized image.",Raster,Raster,OutputBitmap: Output bitmap segment(s),"If a bitmap output is required, this parameter specifies the output bitmap segment to receive the rasterized image.",Bitmap,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,Output: Encoded Raster Layer: Encoded output channel or layer,"Specifies one output raster channel to receive the encoded vector line and point data. Existing data not underneath encoded vector data is NOT changed. The output channel may be of any data type. If this parameter is not specified, a new 32 bit real output channel is created in FILE and initialized to 0.",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,Output: Output haze-free multispectral image file,Specifies the name of the output file to receive the haze-corrected image. The output will be in TOA Radiance. The specified file must not already exist; a new file will always be created to store the haze-corrected multispectral image.,Raster,Raster,OutputPAN: Output haze-free panchromatic image file,Optionally specifies the name of the output file to receive the haze-corrected panchromatic image if an input PAN file was specified. The output will be in TOA Radiance. (FILI_PAN). The specified file must not already exist; a new file will always be created to store the haze-corrected panchromatic image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,Output: Texture-measure channels,The output channels to which to write the texture measures. Output channels must be 32-bit real. The total number of output channels must equal the number of texture measures you specify. Do not use the input channel as an output channel. Do not specify duplicate channels.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,Output Type,Specifies the output type of imagery. Supported values are: MEAN: the output pixel value will be the average of the input image pixels in the defined homogeneous areas. This is the default value. MODE: the output pixel value will be the most common of the pixel values from the input image channel in the defined homogeneous areas.,String,LiteralData,Output: Output homogeneous channel,Specifies the output raster channel to receive the output imagery. The output channel must NOT be the same as the input image channel (DBIC) or the input theme channel (DBTC).,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,Output: Output raster channel(s) or layer(s),"Specifies the output channel(s) or layer(s) that receive the corrected output channel(s). Although this parameter can be the same as DBIC (Input), it is not recommended, since you will be changing your raw data. Duplicate output channels are not allowed. The total number of channels specified by DBIC (Input) must be equal to the total number of channels specified by DBOC (Output).",Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,Output: Interpolation Image: Output image channel,Specifies the output channels to receive the output interpolation image.,Raster,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
