PySAL,[],segregation.inference.simulate_bootstrap_resample,5452,Generate bootstrap replications of the units with replacement of the same size of the original data.,df,(geo)dataframe with population counts to be randomized,geopandas.GeoDataFrame or pandas.DataFrame,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],pointpats.hull,5453,Find convex hull of a point array.,points,"(n,2), (x,y) coordinates of a series of event points.",arraylike,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],esda.shape.moment_of_inertia,5454,"Computes the moment of inertia of the polygon. This treats each boundary point as a point-mass of 1. Thus, for constant unit mass at each boundary point,
the MoI of this pointcloud is where c is the centroid of the polygon Altman＊s OS_1 measure [ Alt98 ] , cited in Boyce and Clark
(1964), also used in Weaver and Hess (1963).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],esda.Moran_BV_matrix,5455,Bivariate Moran Matrix Calculates bivariate Moran between all pairs of a set of variables.,variables,sequence of variables to be assessed,array or pandas.DataFrame,Vector,w,spatial weights instance as W or Graph aligned with variables,W | Graph,Vector,permutations,number of permutations,int,LiteralData,varnames,"Strings for variable names. Will add an
attribute to Moran_BV objects in results needed for plotting
in splot or .plot() . Default =None.
Note: If variables is a pandas.DataFrame varnames
will automatically be generated",list,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],spreg.diagnostics_sur.lam_setp,5456,"Standard errors, t-test and p-value for lambda in SUR Error ML",lam,"n_eq x 1 array with ML estimates for spatial error
autoregressive coefficient",array,Vector,vm,"n_eq x n_eq subset of variance-covariance matrix for
lambda and Sigma in SUR Error ML
(needs to be subset from full vm)",array,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],pointpats.g,5457,"Ripley＊s G function The G function is computed from the cumulative density function of the nearest neighbor
distances between points in the pattern.",coordinates,input coordinates to function,"geopandas object | numpy.ndarray of shape (n,2)",GeoData,support,"tuple, encoding (stop,), (start, stop), or (start, stop, num)
int, encoding number of equally-spaced intervals
numpy.ndarray, used directly within numpy.histogram","tuple of length 1, 2, or 3, int, or numpy.ndarray",Vector,distances,distances from every point in the point to another point in coordinates,"numpy.ndarray, (n, n) or (n,)",Vector,metric,distance metric to use when building search tree,str or callable,LiteralData,edge_correction,whether or not to conduct edge correction. Not yet implemented.,bool or str,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],momepy.consolidate_intersections,5458,"Consolidate close street intersections into a single node, collapsing short edges. If rebuild_graph is True, new edges are drawn according to rebuild_edges_method which is one of: If rebuild_graph is False, graph is returned with consolidated nodes but without
reconstructed edges i.e. graph is intentionally disconnected. Graph must be configured so that",graph,Networkx.MultiDiGraph,"Networkx.Graph, Networkx.DiGraph, Networkx.MultiGraph, or",Vector,tolerance,distance in network units below which nodes will be consolidated,float,LiteralData,rebuild_graph,,bool,LiteralData,rebuild_edges_method,"＆extend＊ or ＆spider＊ or ＆euclidean＊, ignored if rebuild_graph is False",str,LiteralData,x_att,node attribute with the valid x-coordinate,str,LiteralData,y_att,node attribute with the valid y-coordinate,str,LiteralData,edge_from_att,edge attribute with the valid origin node id,str,LiteralData,edge_to_att,edge attribute with the valid destination node id,str,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],momepy.enclosures,5459,"Generate enclosures based on passed barriers. Enclosures are areas enclosed from
all sides by at least one type of a barrier. Barriers are typically roads,
railways, natural features like rivers and other water bodies or coastline.
Enclosures are a result of polygonization of the primary_barrier and limit and its subdivision based on additional_barriers.",primary_barriers,"A GeoDataFrame or GeoSeries containing primary barriers.
(Multi)LineString geometry is expected.","GeoDataFrame, GeoSeries",GeoData,limit,"A GeoDataFrame, GeoSeries or shapely geometry containing external limit
of enclosures, i.e. the area which gets partitioned. If None is passed,
the internal area of primary_barriers will be used.","GeoDataFrame, GeoSeries, shapely geometry",GeoData,additional_barriers,"A GeoDataFrame or GeoSeries containing additional barriers.
(Multi)LineString geometry is expected.",GeoDataFrame,GeoData,enclosure_id,The name of the enclosure_id (to be created).,str,LiteralData,clip,"If True , returns enclosures with representative point within the limit
(if given). Requires limit composed of Polygon or MultiPolygon geometries.",bool,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],spint.gravity.Attraction,5460,Attraction-constrained (destination-constrained) gravity-type spatial interaction model,flows,n x 1; observed flows between O origins and D destinations,array of integers,Vector,destinations,"n x 1; unique identifiers of destinations of n flows; when
there are many destinations it will be faster to use
integers over strings for id labels.",array of strings,Vector,cost,"n x 1; cost to overcome separation between each origin and
destination associated with a flow; typically distance or time",array,Vector,cost_func,"functional form of the cost function;
a??expa?? | a??powa?? | custom function",string or function that has scalar input and output,LiteralData,o_vars,"n x p; p attributes for each origin of  n flows; default
is None",array,Vector,constant,True to include intercept in model; True by default,boolean,LiteralData,y,"n x 1; dependent variable used in estimation including any
transformations",array,Vector,X,"n x k, design matrix used in estimation",array,Vector,framework,estimation technique; currently only a??GLMa?? is avaialble,string,LiteralData,Quasi,"True to estimate QuasiPoisson model; should result in same
parameters as Poisson but with altered covariance; default
to true which estimates Poisson model",boolean,LiteralData,SF,"n x 1; eigenvector spatial filter to include in the model;
default to None which does not include a filter; not yet
implemented",array,Vector,CD,"n x 1; competing destination term that accounts for the
likelihood that alternative destinations are considered
along with each destination under consideration for every
OD pair; defaults to None which does not include a CD
term; not yet implemented",array,Vector,Lag,"spatial weight for n observations (OD pairs) used to
construct a spatial autoregressive model and estimator;
defaults to None which does not include an autoregressive
term; not yet implemented",W object,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.weights.attach_islands,5461,Attach nearest neighbor to islands in spatial weight w.,w,pysal spatial weight object (unstandardized).,libpysal.weights.W,Vector,w_knn1,Nearest neighbor pysal spatial weight object (k=1).,libpysal.weights.W,Vector,kwargs,optional arguments for pysal.weights.W,keyword arguments,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],pointpats.RectangleM,5462,Rectangle grid structure for quadrat-based method.,pp,Point Pattern instance.,PointPattern,LiteralData,count_column,"Number of rectangles in the horizontal
direction. Use in pair with count_row to
fully specify a rectangle. Incompatible with
rectangle_width and rectangle_height.",integer,LiteralData,count_row,"Number of rectangles in the vertical
direction. Use in pair with count_column to
fully specify a rectangle. Incompatible with
rectangle_width and rectangle_height.",integer,LiteralData,rectangle_width,"Rectangle width. Use in pair with
rectangle_height to fully specify a rectangle.
Incompatible with count_column & count_row.",float,LiteralData,rectangle_height,"Rectangle height. Use in pair with
rectangle_width to fully specify a rectangle.
Incompatible with count_column & count_row.",float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.weights.WSP2W,5463,Convert a pysal WSP object (thin weights matrix) to a pysal W object.,wsp,PySAL sparse weights object,WSP,Vector,kwargs,optional arguments for pysal.weights.W,keyword arguments,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.weights.higher_order_sp,5464,Contiguity weights for either a sparse W or W for order k.,w,"sparse_matrix, spatial weights object or
scipy.sparse.csr.csr_instance",W,Vector,k,Order of contiguity,int,LiteralData,shortest_path,"True: i,j and k-order neighbors if the
shortest path for i,j is k.
False: i,j are k-order neighbors if there
is a path from i,j of length k.",bool,LiteralData,diagonal,"True:  keep k-order (i,j) joins when i==j
False: remove k-order (i,j) joins when i==j",bool,LiteralData,lower_order,"True: include lower order contiguities
False: return only weights of order k",bool,LiteralData,kwargs,optional arguments for pysal.weights.W,keyword arguments,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.cg.voronoi_frames,5465,"Create Voronoi polygons from a GeoSeries of points, lines, or polygons. This is a wrapper around shapely.voronoi_polygons that handles not only
points but also lines and polygons through their discretization and dissolution
of the resulting polygons.",geometry,"A GeoSeries of points, lines, or polygons or an array of coordinates.",GeoSeries | GeoDataFrame | array_like,GeoData,radius,Deprecated. Has no effect any longer.,float,LiteralData,clip,"Polygon used to clip the Voronoi polygons, by default ※bounding_box§
The options are: None 每 No clip is applied. Voronoi cells may be arbitrarily
larger that the source map. Note that this may lead to cells that are many
orders of magnitude larger in extent than the original map. Not recommended. 'bounding_box' 每 Clip the voronoi cells to the
bounding box of the input points. 'convex_hull' 每 Clip the voronoi cells to the convex hull of
the input points. 'alpha_shape' 每 Clip the voronoi cells to the tightest hull that
contains all points (e.g. the smallest alpha shape, using libpysal.cg.alpha_shape_auto() ). shapely.Polygon 每 Clip to an arbitrary Polygon.","str , shapely.geometry.Polygon",GeoData,shrink,"Distance for the negative buffer of polygons required when there are polygons
sharing portion of their exterior, by default 0",float,LiteralData,segment,"Distance for the segmentation of lines used to add coordinates to lines or
polygons prior Voronoi tessellation, by default 0",float,LiteralData,grid_size,"Grid size precision under which the voronoi algorithm is generated,
by default 1e-5",float,LiteralData,return_input,"Whether to return the input geometry, defaults to True",bool,LiteralData,as_gdf,"Whether to return the output as a GeoDataFrame (True) or GeoSeries (False),
defaults to True",bool,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.weights.Kernel,5466,Spatial weights based on kernel functions.,data,"(n,k) or KDTree where KDtree.data is array (n,k)
n observations on k characteristics used to measure
distances between the n objects",array,Vector,bandwidth,"or array-like (optional)
the bandwidth \(h_i\) for the kernel.",float,LiteralData,fixed,"If true then \(h_i=h \forall i\) . If false then
bandwidth is adaptive across observations.",binary,LiteralData,k,"the number of nearest neighbors to use for determining
bandwidth. For fixed bandwidth, \(h_i=max(dknn) \forall i\) where \(dknn\) is a vector of k-nearest neighbor
distances (the distance to the kth nearest neighbor for each
observation).  For adaptive bandwidths, \(h_i=dknn_i\)",int,LiteralData,diagonal,"If true, set diagonal weights = 1.0, if false (default),
diagonals weights are set to value according to kernel
function.",bool,LiteralData,function,kernel function defined as follows with triangular uniform quadratic quartic gaussian,"{＆triangular＊,＊uniform＊,＊quadratic＊,＊quartic＊,＊gaussian＊}",LiteralData,eps,"adjustment to ensure knn distance range is closed on the
knnth observations",float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],momepy.FaceArtifacts,5467,"Identify face artifacts in street networks. For a given street network composed of transportation-oriented geometry containing
features representing things like roundabouts, dual carriegaways and complex
intersections, identify areas enclosed by geometry that is considered a face
artifact as per [ Fleischmann and Vybornova, 2024 ] . Face artifacts highlight areas with a high
likelihood of being of non-morphological (e.g. transporation) origin and may require
simplification prior morphological analysis. See [ Fleischmann and Vybornova, 2024 ] for more
details.",gdf,GeoDataFrame containing street network represented as (Multi)LineString geometry,geopandas.GeoDataFrame,GeoData,index,"A type of the shape compacntess index to be used. Available are
[＆circlular_compactness＊, ＆isoperimetric_quotient＊, ＆diameter_ratio＊], by
default ※circular_compactness§",str,LiteralData,height_mins,"Required depth of valleys, by default -np.inf",float,LiteralData,height_maxs,"Required height of peaks, by default 0.008",float,LiteralData,prominence,"Required prominence of peaks, by default 0.00075",float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],spreg.SURlagIV,5468,User class for spatial lag estimation using IV,bigy,with vector for dependent variable by equation,dictionary,LiteralData,bigX,"with matrix of explanatory variables by equation
(note, already includes constant term)",dictionary,LiteralData,bigyend,"with matrix of endogenous variables by equation
(optional)",dictionary,LiteralData,bigq,"with matrix of instruments by equation
(optional)",dictionary,LiteralData,w,,spatial weights object,Vector,vm,"listing of full variance-covariance matrix, default = False",boolean,LiteralData,w_lags,"order of spatial lags for WX instruments, default = 1",integer,LiteralData,lag_q,"flag to apply spatial lag to other instruments,
default = True",boolean,LiteralData,nonspat_diag,"flag for non-spatial diagnostics, default = True",boolean,LiteralData,spat_diag,"flag for spatial diagnostics, default = False",boolean,LiteralData,name_bigy,"with name of dependent variable for each equation.
default = None, but should be specified.
is done when sur_stackxy is used.",dictionary,LiteralData,name_bigX,"with names of explanatory variables for each
equation.
default = None, but should be specified.
is done when sur_stackxy is used.",dictionary,LiteralData,name_bigyend,"with names of endogenous variables for each
equation.
default = None, but should be specified.
is done when sur_stackZ is used.",dictionary,LiteralData,name_bigq,"with names of instrumental variables for each
equations.
default = None, but should be specified.
is done when sur_stackZ is used.",dictionary,LiteralData,name_ds,name for the data set,string,LiteralData,name_w,name for the spatial weights,string,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],pointpats.KnoxLocal,5469,Local Knox statistics for space-time interactions,s_coords,spatial coordinates of point events,array (nx2),Vector,t_coords,"temporal coordinates of point events (floats or ints, not dateTime)",array (nx1),Vector,delta,"spatial threshold defining distance below which pairs are spatial
neighbors",,,tau,"temporal threshold defining distance below which pairs are temporal
neighbors",float,LiteralData,permutations,number of random permutations for inference,int,LiteralData,keep,whether to store realized values of the statistic under permutations,bool,LiteralData,conditional,whether to include conditional permutation inference,bool,LiteralData,crit,signifcance level for local statistics,float,LiteralData,crs,coordinate reference system string for s_coords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],momepy.longest_axis_length,5470,"Calculates the length of the longest axis of object. Axis is defined as a
diameter of minimal bounding circle around the geometry. It does
not have to be fully inside an object.",geometry,A GeoDataFrame or GeoSeries containing polygons to analyse.,GeoDataFrame | GeoSeries,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],spint.gravity.Gravity,5471,Unconstrained (traditional gravity) gravity-type spatial interaction model,flows,n x 1; observed flows between O origins and D destinations,array of integers,Vector,cost,"n x 1; cost to overcome separation between each origin and
destination associated with a flow; typically distance or time",array,Vector,cost_func,"functional form of the cost function;
a??expa?? | a??powa?? | custom function",string or function that has scalar input and output,LiteralData,o_vars,"n x p; p attributes for each origin of  n flows; default
is None",array,Vector,d_vars,"n x p; p attributes for each destination of n flows;
default is None",array,Vector,constant,True to include intercept in model; True by default,boolean,LiteralData,framework,estimation technique; currently only a??GLMa?? is avaialble,string,LiteralData,Quasi,"True to estimate QuasiPoisson model; should result in same
parameters as Poisson but with altered covariance; default
to true which estimates Poisson model",boolean,LiteralData,SF,"n x 1; eigenvector spatial filter to include in the model;
default to None which does not include a filter; not yet
implemented",array,Vector,CD,"n x 1; competing destination term that accounts for the
likelihood that alternative destinations are considered
along with each destination under consideration for every
OD pair; defaults to None which does not include a CD
term; not yet implemented",array,Vector,Lag,"spatial weight for n observations (OD pairs) used to
construct a spatial autoregressive model and estimator;
defaults to None which does not include an autoregressive
term; not yet implemented",W object,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],esda.shape.squareness,5472,"Measures how different is a given shape from an equi-areal square The index is close to 0 for highly irregular shapes and to 1.3 for circular shapes.
It equals 1 for squares. where \(A\) is the area and \(P\) is the perimeter. Notes Implementation follows [ BC17 ] .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.weights.lag_spatial,5473,"Spatial lag operator. If w is row standardized, returns the average of each observation＊s neighbors;
if not, returns the weighted sum of each observation＊s neighbors.",w,libpysal spatial weightsobject,W,Vector,y,numpy array with dimensionality conforming to w (see examples),array,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],esda.Moran_Local,5474,Local Moran Statistics.,y,"(n,1), attribute array",array,Vector,w,spatial weights instance as W or Graph aligned with y,W | Graph,Vector,transformation,"weights transformation,  default is row-standardized ※r§.
Other options include
※B§: binary,
※D§: doubly-standardized,
※O§: restore original transformation (applicable only if w is  passed as W ),
※V§: variance-stabilizing.","{＆R＊, ＆B＊, ＆D＊, ＆U＊, ＆V＊}",LiteralData,permutations,"number of random permutations for calculation of pseudo
p_values",int,LiteralData,geoda_quads,"(default=False)
If True use GeoDa scheme: HH=1, LL=2, LH=3, HL=4
If False use PySAL Scheme: HH=1, LH=2, LL=3, HL=4",bool,LiteralData,n_jobs,"Number of cores to be used in the conditional randomisation. If -1,
all available cores are used.",int,LiteralData,keep_simulations,"(default=True)
If True, the entire matrix of replications under the null
is stored in memory and accessible; otherwise, replications
are not saved",Boolean,LiteralData,seed,"Seed to ensure reproducibility of conditional randomizations.
Must be set here, and not outside of the function, since numba
does not correctly interpret external seeds nor
numpy.random.RandomState instances.",None/int,LiteralData,island_weight,"value to use as a weight for the ※fake§ neighbor for every island.
If numpy.nan, will propagate to the final local statistic depending
on the stat_func . If 0, then the lag is always zero for islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],segregation.singlegroup.DistanceDecayInteraction,5475,Distance-Decay Interaction Index.,data,dataframe or geodataframe if spatial index holding data for location of interest,pandas.DataFrame or geopandas.GeoDataFrame,GeoData,group_pop_var,name of column on dataframe holding population totals for focal group,str,LiteralData,total_pop_var,name of column on dataframe holding total overall population,str,LiteralData,alpha,A parameter that estimates the extent of the proximity within the same unit. Default value is 0.6,float,LiteralData,beta,A parameter that estimates the extent of the proximity within the same unit. Default value is 0.5,float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.cg.get_polygon_point_intersect,5476,Returns the intersection of a polygon and point.,poly,A polygon to check for an intersection.,libpysal.cg.Polygon,Vector,pt,A point to check poly for an intersection.,libpysal.cg.Point,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],segregation.singlegroup.Interaction,5477,Interaction Index.,data,dataframe or geodataframe if spatial index holding data for location of interest,pandas.DataFrame or geopandas.GeoDataFrame,GeoData,group_pop_var,name of column on dataframe holding population totals for focal group,str,LiteralData,total_pop_var,name of column on dataframe holding total overall population,str,LiteralData,w,lipysal spatial kernel weights object used to define an egohood,libpysal.weights.KernelW,Vector,network,pandana Network object representing the study area,pandana.Network,Vector,distance,Maximum distance (in units of geodataframe CRS) to consider the extent of the egohood,int,LiteralData,decay,type of decay function to apply. Options include,str,LiteralData,precompute,Whether to precompute the pandana Network object,bool,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],access.Access.append_user_cost_neighbors,5478,"Create a user cost, from supply locations to other supply locations.",new_cost_df,Holds the new cost＃.,pandas.DataFrame,NonGeoData,cost,Name of the new cost variable in new_cost_df,str,LiteralData,origin,Name of the new origin variable in new_cost_df,str,LiteralData,destination,Name of the new destination variable in new_cost_df,str,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],spaghetti.extract_component,5479,Extract a single component from a network object.,net,Full network object.,spaghetti.Network,Vector,component_id,The ID of the desired network component.,int,LiteralData,weightings,See the weightings keyword argument in spaghetti.Network .,"{ dict , bool }",LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.weights.full,5480,Generate a full numpy array.,w,spatial weights object,W,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],spreg.SURerrorML,5481,User class for SUR Error estimation by Maximum Likelihood,bigy,"with vectors of dependent variable, one for
each equation",dictionary,LiteralData,bigX,"with matrices of explanatory variables,
one for each equation",dictionary,LiteralData,w,,spatial weights object,Vector,regimes,"default = None.
List of n values with the mapping of each
observation to a regime. Assumed to be aligned with a??xa??.",list,Vector,epsilon,"convergence criterion for ML iterations.
default 0.0000001",float,LiteralData,nonspat_diag,"flag for non-spatial diagnostics, default = True",boolean,LiteralData,spat_diag,"flag for spatial diagnostics, default = False",boolean,LiteralData,vm,"flag for asymptotic variance for lambda and Sigma,
default = False",boolean,LiteralData,name_bigy,"with name of dependent variable for each equation.
default = None, but should be specified is done when
sur_stackxy is used",dictionary,LiteralData,name_bigX,"with names of explanatory variables for each equation.
default = None, but should be specified is done when
sur_stackxy is used",dictionary,LiteralData,name_ds,name for the data set,string,LiteralData,name_w,name for the weights file,string,LiteralData,name_regimes,name of regime variable for use in the output,string,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],libpysal.cg.distance_matrix,5482,Calculate a distance matrix.,X,"An \(n \\times k\) array where \(n\) is the number
of observations and \(k\) is the number of dimensions
(2 for \(x,y\) ).",numpy.ndarray,Vector,p,Minkowski p -norm distance metric parameter where \(1<=\mathtt{p}<=\infty\) . 2 is Euclidean distance and 1 is Manhattan distance. Default is 2.0 .,float,LiteralData,threshold,"If \((\mathtt{n}**2)*32 > \mathtt{threshold}\) use scipy.spatial.distance_matrix instead of working in RAM,
this is roughly the amount of RAM (in bytes) that will be used.
Must be positive. Default is 5e7 .",int,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],inequality.schutz.Schutz,5483,"The Schutz class calculates measures of inequality in an income
distribution. It calculates the Schutz distance, which is the maximum distance
between the line of perfect equality and the Lorenz curve.
Additionally, it computes the intersection point with the line of
perfect equality where the Schutz distance occurs and the original
Schutz coefficient.
See [ Sch51 ] .",df,The input DataFrame containing the data.,pd.DataFrame,NonGeoData,column_name,"The name of the column for which the Schutz coefficient is to
be calculated.",str,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],momepy.shannon_diversity,5484,Calculates the Shannon＊s diversity index of data. Helper function for momepy.Shannon . Formula adapted from https://gist.github.com/audy/783125 .,data,A GeoDataFrame containing morphological tessellation.,GeoDataFrame,GeoData,bins,An array of top edges of classification bins. Result of binning.bins .,array,Vector,categorical,tTeat values as categories (will not use bins ).,bool,LiteralData,categories,A list of categories.,list-like,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],mapclassify.EqualInterval,5485,Equal Interval Classification.,y,"\((n,1)\) , values to classify.",numpy.array,Vector,k,The number of classes required.,int,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],splot.esda.plot_local_autocorrelation,5486,"Produce three-plot visualisation of Moran Scatteprlot, LISA cluster
and Choropleth maps, with Local Moran region and quadrant masking",moran_loc,Values of Moran＊s Local Autocorrelation Statistic,esda.moran.Moran_Local or Moran_Local_BV instance,NonGeoData,gdf,The Dataframe containing information to plot the two maps.,geopandas dataframe,GeoData,attribute,Column name of attribute which should be depicted in Choropleth map.,str,LiteralData,p,"The p-value threshold for significance. Points and polygons will
be colored by significance. Default = 0.05.",float,LiteralData,region_column,Column name containing mask region of interest. Default = None,string,LiteralData,mask,"Identifier or name of the region to highlight. Default = None
Use the same dtype to specifiy as in original dataset.","str, float, int",LiteralData,mask_color,Color of mask. Default = ＆#636363＊,str,LiteralData,quadrant,"Quadrant 1-4 in scatterplot masking values in LISA cluster and
Choropleth maps. Default = None",int,LiteralData,aspect_equal,"If True, Axes of Moran Scatterplot will show the same
aspect or visual proportions.",bool,LiteralData,figsize,"W, h of figure. Default = (15,4)",tuple,LiteralData,legend,"If True, legend for maps will be depicted. Default = True",bool,LiteralData,scheme,Name of PySAL classifier to be used. Default = ＆Quantiles＊,str,LiteralData,cmap,"Name of matplotlib colormap used for plotting the Choropleth.
Default = ＆YlGnBu＊",str,LiteralData,scatter_kwds,"Keywords used for creating and designing the scatter points.
Default =None.",keyword arguments,Vector,fitline_kwds,"Keywords used for creating and designing the moran fitline
in the scatterplot. Default =None.",keyword arguments,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PySAL,[],mapclassify.util.get_color_array,5487,"Convert array of values into RGBA or hex colors using a colormap and classifier.
This function is useful for visualization libraries that require users to provide
an array of colors for each object (like pydeck or lonboard) but can also be used
to create a manual column of colors passed to matplotlib.",values,array of input values,list-like,Vector,scheme,"string description of a mapclassify classifier, by default ※quantiles§",str,LiteralData,cmap,"name of matplotlib colormap to use, by default ※viridis§",str,LiteralData,alpha,"alpha parameter that defines transparency. Should be in the range [0,1]",float,LiteralData,nan_color,"RGBA color to fill NaN values, by default [255, 255, 255, 255]",list,Vector,as_hex,"if True, return a (n,1)-dimensional array of hexcolors instead of a (n,4)
dimensional array of RGBA values.",bool,LiteralData,kwargs,additional keyword arguments are passed to mapclassify.classify,dict,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
