GEE,[],ee.Clusterer.wekaCobweb,3303,"Implementation of the Cobweb clustering algorithm. For more information see: D. Fisher (1987). Knowledge acquisition via incremental conceptual clustering. Machine Learning. 2(2):139-172. and J. H. Gennari, P. Langley, D. Fisher (1990). Models of incremental concept formation. Artificial Intelligence. 40:11-61.",acuity,Acuity (minimum standard deviation).,Float,LiteralData,cutoff,Cutoff (minimum category utility).,Float,LiteralData,seed,Random number seed.,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Clusterer.wekaKMeans,3304,"Cluster data using the k-means algorithm. Can use either the Euclidean distance (default) or the Manhattan distance. If the Manhattan distance is used, then centroids are computed as the component-wise median rather than mean. For more information see: D. Arthur, S. Vassilvitskii: k-means++: the advantages of careful seeding. In: Proceedings of the eighteenth annual ACM-SIAM symposium on Discrete algorithms, 1027-1035, 2007.",nClusters,Number of clusters.,Integer,LiteralData,init,"Initialization method to use. 0 = random, 1 = k-means++, 2 = canopy, 3 = farthest first.",Integer,LiteralData,canopies,Use canopies to reduce the number of distance calculations.,Boolean,LiteralData,maxCandidates,"Maximum number of candidate canopies to retain in memory at any one time when using canopy clustering. T2 distance plus, data characteristics, will determine how many candidate canopies are formed before periodic and final pruning are performed, which might result in exceess memory consumption. This setting avoids large numbers of candidate canopies consuming memory.",Integer,LiteralData,periodicPruning,How often to prune low density canopies when using canopy clustering.,Integer,LiteralData,minDensity,"Minimum canopy density, when using canopy clustering, below which a canopy will be pruned during periodic pruning.",Integer,LiteralData,t1,The T1 distance to use when using canopy clustering. A value < 0 is taken as a positive multiplier for T2.,Float,LiteralData,t2,The T2 distance to use when using canopy clustering. Values < 0 cause a heuristic based on attribute std. deviation to be used.,Float,LiteralData,distanceFunction,Distance function to use. Options are: Euclidean and Manhattan.,String,LiteralData,maxIterations,Maximum number of iterations.,Integer,LiteralData,preserveOrder,Preserve order of instances.,Boolean,LiteralData,fast,"Enables faster distance calculations, using cut-off values. Disables the calculation/output of squared errors/distances.",Boolean,LiteralData,seed,The randomization seed.,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Clusterer.wekaLVQ,3305,"A Clusterer that implements the Learning Vector Quantization algorithm. For more details, see: T. Kohonen, ""Learning Vector Quantization"", The Handbook of Brain Theory and Neural Networks, 2nd Edition, MIT Press, 2003, pp. 631-634.",numClusters,The number of clusters.,Integer,LiteralData,learningRate,The learning rate for the training algorithm. Value should be greater than 0 and less or equal to 1.,Float,LiteralData,epochs,Number of training epochs. Value should be greater than or equal to 1.,Integer,LiteralData,normalizeInput,Skip normalizing the attributes.,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Clusterer.wekaXMeans,3306,"X-Means is K-Means with an efficient estimation of the number of clusters. For more information see: Dan Pelleg, Andrew W. Moore: X-means: Extending K-means with Efficient Estimation of the Number of Clusters. In: Seventeenth International Conference on Machine Learning, 727-734, 2000.",minClusters,Minimum number of clusters.,Integer,LiteralData,maxClusters,Maximum number of clusters.,Integer,LiteralData,maxIterations,Maximum number of overall iterations.,Integer,LiteralData,maxKMeans,The maximum number of iterations to perform in KMeans.,Integer,LiteralData,maxForChildren,The maximum number of iterations in KMeans that is performed on the child centers.,Integer,LiteralData,useKD,Use a KDTree.,Boolean,LiteralData,cutoffFactor,Takes the given percentage of the split centroids if none of the children win.,Float,LiteralData,distanceFunction,"Distance function to use. Options are: Chebyshev, Euclidean, and Manhattan.",String,LiteralData,seed,The randomization seed.,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix,3307,"Creates a confusion matrix. Axis 0 (the rows) of the matrix correspond to the actual values, and Axis 1 (the columns) to the predicted values.",array,"A square, 2D array of integers, representing the confusion matrix. Note that unlike the ee.Array constructor, this argument cannot take a list.",Object,NonGeoData,order,"The row and column size and order, for non-contiguous or non-zero based matrices.",List,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.accuracy,3308,Computes the overall accuracy of a confusion matrix defined as correct / total.,this:confusionMatrix,,ConfusionMatrix,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.array,3309,Returns a confusion matrix as an Array.,this:confusionMatrix,,ConfusionMatrix,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.consumersAccuracy,3310,Computes the consumer's accuracy (reliability) of a confusion matrix defined as (correct / total) for each row.,this:confusionMatrix,,ConfusionMatrix,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.fscore,3311,Computes the F¦Â-score for the confusion matrix.,this:confusionMatrix,,ConfusionMatrix,ComplexData,beta,A factor indicating how much more important recall is than precision. The standard F-score is equivalent to setting ¦Â to one.,Float,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.kappa,3312,Computes the Kappa statistic for the confusion matrix.,this:confusionMatrix,,ConfusionMatrix,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.order,3313,Returns the name and order of the rows and columns of the matrix.,this:confusionMatrix,,ConfusionMatrix,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.ConfusionMatrix.producersAccuracy,3314,Computes the producer's accuracy of a confusion matrix defined as (correct / total) for each column.,this:confusionMatrix,,ConfusionMatrix,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date,3315, Constructs a new Date object.,date,"The date to convert, one of: a number (number of milliseconds since the epoch), an ISO Date string, a JavaScript Date or a ComputedObject.",ComputedObject|Date|Number|String,NonGeoData,tz,An optional timezone only to be used with a string date.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.advance,3316,Create a new Date by adding the specified units to the given Date.,this:date,,Date,LiteralData,delta,,Float,LiteralData,unit,"One of 'year', 'month', 'week', 'day', 'hour', 'minute', or 'second'.",String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.aside,3317," Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging: var c = ee.ImageCollection('foo').aside(print) .filterDate('2001-01-01', '2002-01-01').aside(print, 'In 2001') .filterBounds(geom).aside(print, 'In region') .aside(Map.addLayer, {min: 0, max: 142}, 'Filtered') .select('a', 'b'); Returns the same object, for chaining.",this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,func,The function to call.,Function,ComplexData,var_args,Any extra arguments to pass to the function.,VarArgs<Object>,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.difference,3318,Returns the difference between two Dates in the specified units; the result is floating-point and based on the average length of the unit.,this:date,,Date,LiteralData,start,,Date,LiteralData,unit,"One of 'year', 'month', 'week', 'day', 'hour', 'minute', or 'second'.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.evaluate,3319, Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.,this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,callback,"A function of the form function(success, failure), called when the server returns an answer. If the request succeeded, the success argument contains the evaluated result.  If the request failed, the failure argument will contains an error message.",Function,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.format,3320,Convert a date to string.,this:date,,Date,LiteralData,format,"A pattern, as described at http://joda-time.sourceforge.net/apidocs/org/joda/time/format/DateTimeFormat.html; if omitted will use ISO standard date formatting.",String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.fromYMD,3321,"Returns a Date given year, month, day.",year,"The year, 2013, for example.",Integer,LiteralData,month,"The month, 3, for example.",Integer,LiteralData,day,"The day, 15, for example.",Integer,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.get,3322,Returns the specified unit of this date.,this:date,,Date,LiteralData,unit,"One of 'year', 'month' (returns 1-12), 'week' (1-53), 'day' (1-31), 'hour' (0-23), 'minute' (0-59), or 'second' (0-59).",String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.getFraction,3323,Returns this date's elapsed fraction of the specified unit (between 0 and 1).,this:date,,Date,LiteralData,unit,"One of 'year', 'month', 'week', 'day', 'hour', 'minute', or 'second'.",String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.getInfo,3324," Retrieves the value of this object from the server. If no callback function is provided, the request is made synchronously. If a callback is provided, the request is made asynchronously. The asynchronous mode is preferred because the synchronous mode stops all other code (for example, the EE Code Editor UI) while waiting for the server. To make an asynchronous request, evaluate() is preferred over getInfo(). Returns the computed value of this object.",this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,callback,"An optional callback. If not supplied, the call is made synchronously.",Function,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.getRange,3325,"Returns a DateRange covering the unit of the specified type that contains this date, e.g., Date('2013-3-15').getRange('year') returns DateRange('2013-1-1', '2014-1-1').",this:date,,Date,LiteralData,unit,"One of 'year', 'month', 'week', 'day', 'hour', 'minute', or 'second'.",String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.getRelative,3326,"Returns the specified (0-based) unit of this date relative to a larger unit, e.g., getRelative('day', 'year') returns a value between 0 and 365.",this:date,,Date,LiteralData,unit,"One of 'month', 'week', 'day', 'hour', 'minute', or 'second'.",String,LiteralData,inUnit,"One of 'year', 'month', 'week', 'day', 'hour', or 'minute'.",String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.millis,3327,The number of milliseconds since 1970-01-01T00:00:00Z.,this:date,,Date,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.parse,3328,"Parse a date string, given a string describing its format.",format,"A pattern, as described at http://joda-time.sourceforge.net/apidocs/org/joda/time/format/DateTimeFormat.html.",String,LiteralData,date,A string matching the given pattern.,String,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.serialize,3329, Returns the serialized representation of this object.,this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,legacy,Enables legacy format.,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.unitRatio,3330,"Returns the ratio of the length of one unit to the length of another, e.g., unitRatio('day', 'minute') returns 1440. Valid units are 'year', 'month', 'week', 'day', 'hour', 'minute', and 'second'.",numerator,,String,LiteralData,denominator,,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Date.update,3331,Create a new Date by setting one or more of the units of the given Date to a new value. If a timeZone is given the new value(s) is interpreted in that zone.,this:date,,Date,LiteralData,year,,Integer,LiteralData,month,,Integer,LiteralData,day,,Integer,LiteralData,hour,,Integer,LiteralData,minute,,Integer,LiteralData,second,,Number,LiteralData,timeZone,"The time zone (e.g., 'America/Los_Angeles'); defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange,3332,"Creates a DateRange with the given start (inclusive) and end (exclusive), which may be Dates, numbers (interpreted as milliseconds since 1970-01-01T00:00:00Z), or strings (such as '1996-01-01T08:00'). If 'end' is not specified, a 1-millisecond range starting at 'start' is created.",start,,Object,NonGeoData,end,,Object,NonGeoData,timeZone,"If start and/or end are provided as strings, the time zone in which to interpret them; defaults to UTC.",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.contains,3333,Returns true if the given Date or DateRange is within this DateRange.,this:dateRange,,DateRange,LiteralData,other,,Object,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.end,3334,Returns the (exclusive) end of this DateRange.,this:dateRange,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.intersection,3335,Returns a DateRange that contains all points in the intersection of this DateRange and another.,this:dateRange,,DateRange,LiteralData,other,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.intersects,3336,Returns true if the given DateRange has at least one point in common with this DateRange.,this:dateRange,,DateRange,LiteralData,other,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.isEmpty,3337,Returns true if this DateRange contains no dates (i.e. start >= end).,this:dateRange,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.isUnbounded,3338,Returns true if this DateRange contains all dates.,this:dateRange,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.start,3339,Returns the (inclusive) start of this DateRange.,this:dateRange,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.unbounded,3340,"Returns a DateRange that includes all possible dates. Usage Returns ee.DateRange.unbounded() DateRange No arguments. Examples Code Editor (JavaScript) var dateRangeUnbounded = ee . DateRange . unbounded (); print ( 'An unbounded ee.DateRange object' , dateRangeUnbounded ); Python setup See the Python Environment page for information on the Python API and using geemap for interactive development. import ee import geemap.core as geemap Colab (Python) date_range_unbounded = ee . DateRange . unbounded () display ( 'An unbounded ee.DateRange object:' , date_range_unbounded )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.DateRange.union,3341,Returns a DateRange that contains all points in the union of this DateRange and another.,this:dateRange,,DateRange,LiteralData,other,,DateRange,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary,3342, Constructs a new Dictionary.,dict,An object to convert to a dictionary. This constructor accepts the following types: 1) Another dictionary. 2) A list of key/value pairs. 3) A null or no argument (producing an empty dictionary),ComputedObject|Object,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.aside,3343," Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging: var c = ee.ImageCollection('foo').aside(print) .filterDate('2001-01-01', '2002-01-01').aside(print, 'In 2001') .filterBounds(geom).aside(print, 'In region') .aside(Map.addLayer, {min: 0, max: 142}, 'Filtered') .select('a', 'b'); Returns the same object, for chaining.",this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,func,The function to call.,Function,ComplexData,var_args,Any extra arguments to pass to the function.,VarArgs<Object>,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.combine,3344,"Combines two dictionaries. In the case of duplicate names, the output will contain the value of the second dictionary unless overwrite is false. Null values in both dictionaries are ignored / removed.",this:first,,Dictionary,NonGeoData,second,,Dictionary,NonGeoData,overwrite,,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.contains,3345,Returns true if the dictionary contains the given key.,this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.evaluate,3346, Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.,this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,callback,"A function of the form function(success, failure), called when the server returns an answer. If the request succeeded, the success argument contains the evaluated result.  If the request failed, the failure argument will contains an error message.",Function,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.fromLists,3347,Construct a dictionary from two parallel lists of keys and values.,keys,A list of keys.,List,NonGeoData,values,A list of values.,List,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.get,3348,"Extracts a named value from a dictionary. If the dictionary does not contain the given key, then defaultValue is returned, unless it is null.",this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,defaultValue,,Object,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.getArray,3349,Extracts a named array value from a dictionary.,this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.getGeometry,3350,Extracts a named geometry value from a dictionary.,this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.getInfo,3351," Retrieves the value of this object from the server. If no callback function is provided, the request is made synchronously. If a callback is provided, the request is made asynchronously. The asynchronous mode is preferred because the synchronous mode stops all other code (for example, the EE Code Editor UI) while waiting for the server. To make an asynchronous request, evaluate() is preferred over getInfo(). Returns the computed value of this object.",this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,callback,"An optional callback. If not supplied, the call is made synchronously.",Function,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.getNumber,3352,Extracts a named number value from a dictionary.,this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.getString,3353,Extracts a named string value from a dictionary.,this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.keys,3354,Retrieve the keys of a dictionary as a list. The keys will be sorted in natural order.,this:dictionary,,Dictionary,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.map,3355,"Map an algorithm over a dictionary. The algorithm is expected to take 2 arguments, a key from the existing dictionary and the value it corresponds to, and return a new value for the given key. If the algorithm returns null, the key is dropped.",this:dictionary,,Dictionary,NonGeoData,baseAlgorithm,,Algorithm,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.remove,3356,Returns a dictionary with the specified keys removed.,this:dictionary,,Dictionary,NonGeoData,selectors,A list of keys names or regular expressions of key names to remove.,List,NonGeoData,ignoreMissing,Ignore selectors that don't match at least 1 key.,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.rename,3357,Rename elements in a dictionary.,this:dictionary,,Dictionary,NonGeoData,from,A list of keys to be renamed.,List,NonGeoData,to,A list of the new names for the keys listed in the 'from' parameter. Must have the same length as the 'from' list.,List,NonGeoData,overwrite,Allow overwriting existing properties with the same name.,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.select,3358,Returns a dictionary with only the specified keys.,this:dictionary,,Dictionary,NonGeoData,selectors,A list of keys or regular expressions to select.,List,NonGeoData,ignoreMissing,Ignore selectors that don't match at least 1 key.,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.serialize,3359, Returns the serialized representation of this object.,this:computedobject,The ComputedObject instance.,ComputedObject,NonGeoData,legacy,Enables legacy format.,Boolean,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.set,3360,Set a value in a dictionary.,this:dictionary,,Dictionary,NonGeoData,key,,String,LiteralData,value,,Object,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.size,3361,Returns the number of entries in a dictionary.,this:dictionary,,Dictionary,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.toArray,3362,"Returns numeric values of a dictionary as an array. If no keys are specified, all values are returned in the natural ordering of the dictionary's keys. The default 'axis' is 0.",this:dictionary,,Dictionary,NonGeoData,keys,,List,NonGeoData,axis,,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEE,[],ee.Dictionary.toImage,3363,"Creates an image of constants from values in a dictionary. The bands of the image are ordered and named according to the names argument. If no names are specified, the bands are sorted alpha-numerically.",this:dictionary,The dictionary to convert.,Dictionary,NonGeoData,names,The order of the output bands.,List,NonGeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
