Catalyst,3.2.0,ACCUMULATE,2675,The ACCUMULATE module accumulates all incoming layers during batch execution. These layers are released when all batch runs have been exhausted and all modules executed.,Input,Contains the input layer(s) to be accumulated.,Any,ComplexData,Output,Contains the accumulated input layer(s).,Any,ComplexData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,ADAPT,2676,"ADAPT generates a pseudocolor table (PCT), which can be used to optimally represent a provided RGB image. The 24-bit image is translated to an 8-bit pseudocolor table using an adaptive PCT algorithm.",Input: Input RGB channels,"Specifies the three 8-bit channels (R, G, B) containing the input raster image. If R, G, and B are all the same channel number, this is equivalent to specifying a black and white image.",Raster,Raster,Output: Output PCT channel,"Optionally specifies the output pseudocolor table (PCT) channel segment to receive data. If no segment is specified, a new segment is created.",PCT,NonGeoData,PCT Layer Name,Specifies a name (up to 8 characters) for the output PCT segment. This value is used only if a new pseudocolor segment is created.,String,LiteralData,PCT Layer Description,Describes (in up to 64 characters) the contents or origins of the output PCT. This value is used only if a new pseudocolor segment is created.,String,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,ADJDEM,2677,ADJDEM adjusts an extracted digital elevation model (DEM) by using points with elevation information that you provide. Each elevation value is adjusted according to the heights of the reference points. ADJDEM is especially useful for removing systematic errors in a DEM.,InputDEM: Input elevation channel or layer,The input DEM channel or layer to adjust.,Raster,Raster,InputGCP: Input reference GCPs,The GCP segment to use to adjust the existing values of the DEM.,GCP,GeoData,InputVEC: Input reference points,The vector segment that contains the input reference points and attribute data.,Vector,Vector,Output: Adjusted DEM layer,The output layer that will contain the adjusted DEM.,Raster,Raster,Polynomial Order,The order to use for the surface fit to the DEM. Acceptable values are: 1: uses first order surface fit 2: uses second order surface fit,Integer,LiteralData,Failure Value,The gray-level value that represents the failure value inside the DEM. This value is usually the one used during DEM extraction.,Integer,LiteralData,Background Elevation Value,The gray-level value that represents the background value inside the DEM. This is usually the value used during DEM extraction.,Real,LiteralData,Field Name,"The name of the attribute from which the value will be used to adjust the extracted DEM. When you specify ZCOORD, the z-coordinate of the first vertex of each vector shape is used. The default is ATTRIBUTE. Values include: ATTRIBUTE: Uses the field name ATTRIBUTE; this is the default value. ZCOORD: Uses the z-coordinate of the first vertex of each vector shape. ELEVATION: Uses the specified field name.",String,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,ANG,2678,Calculates the angle of incidence between a user-selected point light source and the surface normal for each point on a surface. The output image contains angles ranging from 0 to 90 degrees.,Input: Input elevation channel or layer,Specifies the input channel or layer that contains the elevation data.,Raster,Raster,Output: Output layer,Specifies the output layer that will receive the Angle of Incidence image.,Raster,Raster,Pixel X Size,"Specifies, in meters, the x-dimension of one pixel on the ground. If the dimension is not specified, ANG uses the pixel size stored in the database header. Correct calculation of the angle of incidence depends on proper specification of this value.",Float,LiteralData,Pixel Y Size,"Specifies, in meters, the y-dimension of one pixel on the ground. If the dimension is not specified, ANG uses the pixel size stored in the database header. Correct calculation of the angle of incidence depends on proper specification of this value.",Float,LiteralData,Elevation Step,"Specifies, in meters, the elevation corresponding to one gray level. A change of 1 gray level in the elevation image corresponds to a change in elevation of ELSZ (Elevation Step) meters. Correct calculation of the angle of incidence depends on proper specification of this value.",Float,LiteralData,Aang,"Specifies the azimuth angle to the point light source, relative to the top-left corner of the image.",Real,LiteralData,Eang,"Specifies the azimuth elevation angle to the point light source, relative to the top-left corner of the image.",Real,LiteralData,Distance,"Specifies the azimuth distance, in kilometers, to the point light source, relative to the top-left corner of the image. When the illumination source is solar, the variation in sun-to-earth distance in most applications of ANG is insignificant, so a nominal or average distance value can often be used; for example, 9 290 000 miles or 149 476 000 km. When the illumination source is non-solar, the angle between a ray from a point source and the surface normal can vary over the ground extent of a DEM even if the surface is perfectly flat. The range of this angle variation for a given ground extent decreases as the distance between the point source and the surface increases.",Real,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,APMODEL,2679,APMODEL performs a bundle adjustment computation on a set of aerial photos with ground control points (GCPs) and tie points (TPs) in an OrthoEngine project.,InputText,"Specifies the path and file name of the input OrthoEngine project file. The input OrthoEngine project file must exist, and must list the path names of the files that contain the aerial images. It must also contain calibrated values for the internal camera geometry, and initial values for the camera position and orientation at the exposure of each image. The project file may also contain ground control points (GCPs) and tiepoints (TPs) to be used for the bundle adjustment. If the file does not contain GCPs or TPs, a bundle adjustment is not done, and the camera geometry and initial position and orientation values are copied to the image files. Images in the project file must contain model information. The updated math models are automatically saved to a math model segment for each image in the project. If the image files are not in PCIDSK format, a linked file with the same name is created in the same folder to store the math model segment. This linked file is then used as input for the ortho task.",String,LiteralData,OutputMM: Output math model layer,Specifies the output math model layer in which to store the computed model.,BIN,NonGeoData,Number of Iterations,Specifies the maximum number of iterations that the adjustment computation can perform before terminating. The default value is 100.,Integer,LiteralData,Camera Position Threshold,"Specifies the bundle adjustment convergence criteria for the camera positions. The units are in meters or feet, depending on the map projection defined in the project file. The default value is 1.0.",Float,LiteralData,Angle Threshold,"Specifies the convergence threshold, in degrees, for the exterior orientation angles. The default value is 0.5.",Float,LiteralData,Earth Radius,"Specifies the radius value, in meters or feet, of the Earth in the working area. A unit is the same as a GCP unit. If this parameter is not specified, errors caused by the curvature of the Earth are not corrected. An average value of 6,372,200 meters or 20,906,000 feet can be used, depending on the GCP unit. By default, no correction is made The distortion from the Earth curvature depends on the altitude; it becomes more severe as the radial distance from the ground nadir point to the object point increases. This distance increases if the radial distance, r, increases, if the altitude increases, or if the focal length decreases. For example, for an altitude of 1,800 meters and a 152 mm focal length camera lens, an image of a radial distance of 100 mm from the principal point has an Earth curvature radial distance of 6 micrometers. For an altitude of 18,000 meters, the Earth curvature radial distance is approximately 22 micrometers. The correction of the Earth curvature requires more computation time when running ORTHO. You need not correct for the Earth curvature if the error is negligible.",Float,LiteralData,Report Units,Specifies the units in which the point residuals in the model calculation summary are reported. Valid options are: GROUND PIXELS MICRONS The default value is GROUND.,String,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,APPLRT,2680,Applies a sequence of one or more radiometric transformations to an image data set and outputs the transformed image data to a disk. The gain and offset values for each transformation are obtained from the image metadata stored with the input image data set. The sequence of transformations up to the specified level are applied.,Input: Input raster channel(s),"Specifies a subset of the input channels to which the image band selection is restricted. The image metadata indicates which channels store data set bands. By default, all data set band channels are specified.",Raster,Raster,Output: Output raster channel(s),"Specifies the output channels in an existing output file to receive the radiometrically transformed selected input bands. By default, the first N channels of the output file, where N is the number of selected input bands, are specified.",Raster,Raster,Input Window,"Specifies a rectangular window within the input image that is to be radiometrically transformed and generated. If this parameter is not specified, the entire image is transformed and generated. Xoffset, Yoffset define the upper-left starting pixel coordinates of the window. Xsize is the number of pixels that define the window width. Ysize is the number of lines that define the window height.",Integer,LiteralData,Radiometric Transformation Level,"Specifies the radiometric transformations associated with the data set that is applied to the stored pixel values. By default, the full sequence of transformations is specified.",Integer,LiteralData,Wavelength Interval,"Specifies that the selected bands are to be restricted to those whose center wavelength is either inside or outside a closed interval, specified in nanometers. The default is no restriction. The wavelength interval may be specified as follows: WLENINT = a,b: restricts selected channels to those containing bands with a center wavelength w such that a <= w <= b WLENINT = -a,-b: restricts selected channels to those containing bands with a center wavelength w such that w < a or w > b WLENINT = : no restriction is specified This parameter has no effect if the input file contains no band center wavelength metadata.",Float,LiteralData,Valid Bands Only,Specifies whether the selected bands are to be restricted to those with "plot" or "bmask" (begin mask) quality values. The default is NO. This parameter has no effect if the input file contains no band-validity metadata.,String,LiteralData,Datatype,Specifies the data type of the output channel to receive the transformed image values. Supported datatypes are: 8U: pixels are stored as 8-bit unsigned integer integer values 16S: pixels are stored as 16-bit signed integer values 16U: pixels are stored as 16-bit unsigned integer values 32R: pixels are stored as 32-bit real values; this is the default value,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,AREAOFINF,2681,AREOFINF converts a point layer to a raster layer representative of the influence or attractiveness of each point in the layer.,InputPoints: Point Layer: Input point layer,"Contains the input vector point layer. If the projection of the point layer is different from the projection of the output raster, each point will be reprojected to the raster projection before the calculation is performed.",Vector,Vector,Bitmap: Bitmap Mask: Input bitmap segment or layer,"Specifies the bitmap segment to sample data from the input vector point data. A bitmap layer restricts the region when generating the weighted average. The results are generated inside the bitmap layer (value 1), and pixels falling outside the bitmap (value 0) are given a ""No Data"" value. The bitmap layer, if used, also defines the georeferencing of the output raster.",Bitmap,Raster,InputArea: Bounding Area: Georeference layer,"Specifies the georeferencing of the resulting raster layer. The specified bounding area specifies the projection, geographic extents, and size (pixels/lines) of the resulting raster layer. The georeferencing can also be set from the bitmap input layer if it is specified. If this parameter and the bitmap layer are not used, the projection of the raster layer will be the same as that of the point layer. The geographic extents of the raster layer are determined by the extents of point layer and the pixel size parameters.",GEO,GeoData,Output Raster: Output raster channel or layer,"Specifies the output raster channel that receives the raster layer derived from the point layer. The georeferencing will either be determined from the georeferencing information, the bitmap layer, or calculated using the point layer extents and the pixel X/Y size. The raster type is either 8U, 16U, or 32R, depending on the number of points used.",Raster,Raster,Attribute Weight,"The input point data layer should contain a column that assigns a value to each point as an indication of its ""attractiveness"" or its intended contribution to the final output. This is referred to as a weight; the higher the weight value, the greater the influence exerted. If no attributes exist, the ""z"" value of the points is used for the weight. The following values are supported: Z-COORD: (default) Uses the z-coordinate of vertices ATTRIBUTE: Uses the field called ATTRIBUTE Other numeric data fields",String,LiteralData,Exponent,"Controls the effect of the distance decay. The higher the value, the greater the effect of the distance decay. The default value is 1.",Float,LiteralData,Source Attributes,"Specifies whether the attributes are copied or joined. If an invalid value is specified, this parameter defaults to COPY.",String,LiteralData,Pixel X Size,Specifies the X-pixel size for the output raster layer. This parameter is not required and is disabled if the georeferencing is specified by the InputArea port.,Real,LiteralData,Pixel Y Size,Specifies the Y-pixel size for the resulting raster layer. This parameter is not required and is disabled if the georeferencing is specified by the InputArea port.,Real,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,AREAPROB,2682,AREAPROB converts a point data layer to a raster representative of an index of attractiveness asserted by a user-specified point.,InputPoints: Point Layer: Input point layer,"Contains the input point layer. If the projection of the point layer is different than the projection of the output raster, each point will be reprojected to the raster projection before the calculation is performed.",Vector,Vector,InputArea: Bounding Area: Georeference segment or layer,"Specifies the georeference segments that apply to the projection. DBGEO contains the geoereferencing of the resulting raster layer and specifies the projection, geographic extents, and size (pixels/lines) of the resulting raster layer. The georeferencing can also be set from the bitmap input layer if it is specified. If this parameter and the bitmap layer are not used, the projection of the raster layer will be the same as that of the point layer. The geographic extents of the raster layer are determined by the extents of point layer and the pixel size parameters.",GEO,GeoData,Bitmap: Bitmap Mask: Input bitmap segment or layer,"Specifies the bitmap segment to sample data from the input image data. A bitmap layer restricts the region when generating the weighted average. The results are gerenated inside the bitmap layer (value 1), and pixels falling outside the bitmap (value 0) are given a ""No Data"" value. The bitmap layer, if used, also defines the georeferencing of the output raster.",Bitmap,Raster,Output: Output Raster: Output raster channel or layer,"Specifies the output raster channel that receives the raster layer derived from the point layer. The georeferencing will either be determined from the georeferencing information, the bitmap layer, or calculated using the point layer extents and the pixel X/Y size.",Raster,Raster,Source (Focus only),Indicates whether to use the currently selected point or to enter the Shape ID for the point. The attractiveness for this point is calculated. This parameter is only available through the Focus Algorithm Librarian.,String,LiteralData,ShapeID,Specifies the Shape ID of the point used in the calculation.,Integer,LiteralData,Attribute Weight,"The input point data layer must contain a column that assigns a value to each point as an indication of its importance or its intended contribution to the final output. This is referred to as a weight. The higher the weight value, the greater the influence exerted. The following values are supported: ATTRIBUTE (default): Uses the field called ATTRIBUTE. If ATTRIBUTE does not exist, uses the Shape ID. Z-COORD: Uses the z-coordinate of vertices Other numeric data fields",String,LiteralData,Exponent,"Controls the effect of the distance decay. The higher the value, the greater the effect of the distance decay. If this parameter is not specified, this parameter is set to 2.0.",Float,LiteralData,Pixel X Size,Specifies the x-pixel size for the output raster layer. This parameter is not required and is disabled if the georeferencing is specified by the InputArea port.,Real,LiteralData,Pixel Y Size,Specifies the y-pixel size for the resulting raster layer. This parameter is not required and is disabled if the georeferencing is specified by the InputArea port.,Real,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,AREAREPORT,2683,AREAREPORT calculates the total area for each pixel value in a raster image.,Input1: Input raster channel or layer,Specifies the input raster channel or layer to use in generating the report. The raster can be of any data type.,Raster,Raster,Bitmap: Input bitmap,"If specified, the report is generated only for pixels under the bitmap.",Bitmap,Raster,Units,Specifies the area units to use in the report. Values include: Square meters Square kilometers Hectares Square miles Acres Square feet The default value is Hectares.,String,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,AREAXTAB,2684,AREAXTAB generates an area cross-tabulation report containing correlation coefficients (Chi Square coefficients). These coefficients gauge the extent of correlation between two raster layers.,Input1: Input raster channel for rows,Specifies the raster data channel to use in generating part of the report. This data is used in the table rows. The raster can be of any data type.,Raster,Raster,Input2: Input raster channel for columns,Specifies the raster data channel to use in generating part of the report. This data is used in the table columns. The raster can be of any data type.,Raster,Raster,Bitmap: Input bitmap,"If specified, the report is generated only for pixels under the bitmap.",Bitmap,Raster,Units,Specifies the area units to use in the report. Values include: Square meters Square kilometers Hectares Square miles Acres Square feet The default value is Hectares.,String,LiteralData,Report,Specifies where to direct the generated report. Available options are: LOG: generates a report on the terminal (default) <modulename.RPT>: appends a report to the module's RPT file DISK: generates a report on file "IMPRPT.LST",String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,ARI,2685,"Performs arithmetic operations between two image channels or between an image channel and a scalar constant. Addition, subtraction, multiplication, division, logical AND, and logical OR operations are supported.",InputA: Input layer A,"Specifies the input image layer A, one of two input image layers.",Raster,Raster,InputB: Input layer B,"Specifies the input image layer B, one of two input image layers.",Raster,Raster,Mask: Area mask,"Specifies the input Area Mask layer, a bitmap that indicates the area in the input raster that should be processed. If no bitmap is specified, the entire input layer is processed.",Bitmap,Raster,Output: Output,Specifies the output image layer that will receive the arithmetic or logical results.,Raster,Raster,Operation,"Specifies the arithmetic or logical operation to be performed. Logical operations are performed in a bitwise manner on binary representations of integers by comparing corresponding bit values with corresponding bit values to generate the output pixel value. The OR option sets a bit value to 1 if one or both of the corresponding bits in its operands have a value of 1, and sets a bit value to 0 if both of the corresponding bits have a value of 0. The OR option always returns a value of 1, unless the corresponding bit values of both operands are 0. The AND option sets a bit value to 1 only if both of the corresponding bit values in its operands are 1; it sets a bit value to 0 if the bits differ or if both are 0. A 1 combined with AND with a second bit value is that second bit, and a zero combined with AND with a second bit is zero. Valid options include: ADD: addition. This is the default value SUB: subtraction MUL: multiplication DIV: division AND: Logical AND OR: Logical OR",String,LiteralData,DBOC,Specifies the output image channel to receive the arithmetic or logical results.,Integer,LiteralData,Zero Divide Value,Specifies the value to be used for the result of a division by zero.,Float,LiteralData,Autoscaling Mode,"Specifies the scaling method used to modify the results of the arithmetic operation, to preserve dynamic range. It has no effect on logical operations; that is, if Operation equals ""AND"" or ""OR"". Available values include: ON: automatic scaling is performed. This is the default value. OFF: no scaling is performed USER: user-specified scaling is performed using the value specified in RVAL (Min/Max Input, Min/Max Output) Note: If the output channel is 8-bit, the value for this parameter is usually ON. If the output channel is real, the value for this parameter is usually OFF. For more detailed information, see Scaling in the Details section.",String,LiteralData,Minimum Input Range,"Specifies the minimum input range for scaling the results of image arithmetic operations when the Autoscaling method is set to ""USER"". Minimum Input should be less than or equal to the Maximum Input Range. The value of this parameter is ignored if: AUTOSCA is ""OFF"" or ""ON"" OPER equals ""AND"" or ""OR"" For more detailed information, see Scaling in the Details section.",Float,LiteralData,Maximum Input Range,"Specifies the maximum input range for scaling the results of image arithmetic operations when the Autoscaling method is set to ""USER"". Maximum Input should greater than or equal to the Minimum Input Range. The value of this parameter is ignored if: AUTOSCA is ""OFF"" or ""ON"" OPER equals ""AND"" or ""OR"" For more detailed information, see Scaling in the Details section.",Float,LiteralData,Minimum Output Range,"Specifies the minimum output range for scaling the results of image arithmetic operations when the Autoscaling method is set to ""USER"". Minimum Output should be less than or equal to the Maximum Output Range. The value of this parameter is ignored if: AUTOSCA is ""OFF"" or ""ON"" OPER equals ""AND"" or ""OR"" For more detailed information, see Scaling in the Details section.",Float,LiteralData,Maximum Output Range,"Specifies the maximum output range for scaling the results of image arithmetic operations when the Autoscaling method is set to ""USER"". Maximum Output should greater than or equal to the Minimum Output Range. The value of this parameter is ignored if: AUTOSCA is ""OFF"" or ""ON"" OPER equals ""AND"" or ""OR"" For more detailed information, see Scaling in the Details section.",Float,LiteralData,Minimum,"Specifies the minimum result of the operation. ARI saves the actual range of output values that resulted from the specified arithmetic operation before any scaling was performed. This parameter stores the minimum result of the operation. For more detailed information, see the Details section.",Real,LiteralData,Maximum,"Specifies the maximum result of the operation. ARI saves the actual range of output values that resulted from the specified arithmetic operation before any scaling was performed. This parameter stores the maximum result of the operation. For more detailed information, see the Function Details section.",Real,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,3.2.0,ARICONST,2686,"Performs arithmetic operations between an image channel and a scalar constant. Addition, subtraction, multiplication, division, logical AND, and logical OR operations are supported.",InputA: Input image channel A,Specifies the channel that contains the input image channel A.,Raster,Raster,Mask: Area mask,"Optionally specifies the segmetn that contains the input Area Mask; this is a bitmap that indicates the area under which the input raster should be processed. If no bitmap is specified, the entire input chanel is processed.",Bitmap,Raster,Output: Output image channel,Optionally specifies the output channel to receive the arithmetic or logical results.,Raster,Raster,Port Settings,Specifies the type of image resampling desired. Supported methods include: Nearest: nearest neighbor; this is the default value Bilinear: bilinear interpolation Cubic: cubic convolution,Integer,LiteralData,Operation,"Specifies the arithmetic or logical operation to be performed. Available operations include: ADD: addition SUB: subtraction DIV: division AND: logical AND operation OR: logical OR operation Logical operations are performed in a bitwise manner on binary representations of integers by comparing corresponding bit values with corresponding bit valuess to generate the output pixel value. The OR sets a bit value to 1 if one or both of the corresponding bits in its operands have a value of 1, and it sets a bit value to 0 if both of the corresponding bits have a value of 0. The OR always returns a value of 1 unless the corresponding bit values of both operands are 0. The AND sets a bit value to 1 only if both of the corresponding bit values in its operands are 1, and it sets a bit value to 0 if the bits differ or both are 0. A 1 combined with AND with a second bit value is that second bit, and a zero combined with AND with a second bit is zero.",Stromg,LiteralData,Autoscaling mode,"Specifies the scaling method used to modify the results of the arithmetic operation, to preserve dynamic range. This parameter has no effect on logical operations ('AND' or 'OR'). If the output layer is 8-bit, this parameter is typically set to ON. If the output layer is real, this parameter is usually set to OFF.",String,LiteralData,Constant,"Specifies a constant to be applied for the operation. The constant value can be a real number for an arithmetic operation. For logical operations, the constant value is truncated. A value for the constant must be specified.",String,LiteralData,Zero divide value,Optionally specifies the value to be used for the result of a division by zero.,String,LiteralData,Minimum input,"Specifies the minimum input range for scaling the results of image arithmetic operations, when the autoscaling mode is set to USER. The minimum input range must be less than or equal to the maximum input range. This parameter is ignored if: autoscaling mode is OFF or ON operation is set to AND or OR See the Scaling section in the Function Details for more information.",String,LiteralData,Maximum input,"Specifies the maximum input range for scaling the results of image arithmetic operations, when the autoscaling mode is set to USER. The maxiumum input range must be greater than or equal to the minumum input range. This parameter is ignored if: autoscaling mode is OFF or ON operation is set to AND or OR See the Scaling section in the Function Details for more information.",String,LiteralData,Minimum output,"Specifies the minimum output range for scaling the results of image arithmetic operations, when the autoscaling mode is set to USER. The minimum output range must be less than or equal to the maximum output range. This parameter is ignored if: autoscaling mode is OFF or ON operation is set to AND or OR See the Scaling section in the Function Details for more information.",String,LiteralData,Maximum output,"Specifies the maximum output range for scaling the results of image arithmetic operations, when the autoscaling mode is set to USER. The maxiumum output range must be greater than or equal to the minumum output range. This parameter is ignored if: autoscaling mode is OFF or ON operation is set to AND or OR See the Scaling section in the Function Details for more information.",String,LiteralData,Minimum,Specifies the minimum result of the operation. ARICONST saves the actual range of output values that resulted from the specified arithmetic operation before any scaling was performed. This parameter stores the minimum result of the operation.,String,LiteralData,Maximum,Specifies the maximum result of the operation. ARICONST saves the actual range of output values that resulted from the specified arithmetic operation before any scaling was performed. This parameter stores the maxiimum result of the operation.,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
